name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area
,1547,615156200,,yes,,,"POLYGON ((-122.3184682 47.6495703, -122.3185252 47.6496498, -122.3184688 47.6496681, -122.3184118 47.6495886, -122.3184682 47.6495703))",POINT (-122.3184685 47.6496192),46.1
,1548,615156202,,yes,,,"POLYGON ((-122.3182895 47.6497496, -122.3182804 47.6497532, -122.3182674 47.6497385, -122.3182765 47.6497348, -122.3182422 47.6496959, -122.318238 47.6496911, -122.31832 47.6496584, -122.3183242 47.6496632, -122.3183859 47.6496385, -122.3183783 47.6496299, -122.3184033 47.64962, -122.3184108 47.6496286, -122.3184581 47.6496823, -122.3184332 47.6496923, -122.3184168 47.6496988, -122.3182895 47.6497496))",POINT (-122.318347392655 47.64968806396754),110.5
,1549,615156204,,yes,,,"POLYGON ((-122.3186734 47.6500975, -122.3185972 47.6501307, -122.318506 47.6500358, -122.3185822 47.6500026, -122.3186734 47.6500975))",POINT (-122.3185897 47.65006664999999),85.6
,1550,615156206,,yes,,,"POLYGON ((-122.3184367 47.6501883, -122.3183634 47.6502231, -122.3182735 47.6501372, -122.3183468 47.6501024, -122.3184367 47.6501883))",POINT (-122.3183551 47.65016275000001),78.7
,1551,615156207,,yes,,,"POLYGON ((-122.3184601 47.6501657, -122.3183823 47.6500952, -122.3184707 47.6500509, -122.3185485 47.6501214, -122.3184601 47.6501657))",POINT (-122.3184654 47.65010829999999),80.8
,1552,615156208,,yes,,,"POLYGON ((-122.318546 47.649732, -122.3185883 47.6497872, -122.318487 47.6498225, -122.3184447 47.6497672, -122.318546 47.649732))",POINT (-122.3185164900389 47.64977723194598),59.2
,1553,615156209,,yes,,,"POLYGON ((-122.3183911 47.649793, -122.3184468 47.6498532, -122.3182899 47.6499192, -122.3182341 47.6498589, -122.3183911 47.649793))",POINT (-122.3183404526421 47.64985608415581),109.6
,1554,615156210,,yes,,,"POLYGON ((-122.318265 47.6499488, -122.3181597 47.6499931, -122.3181215 47.6499518, -122.3182267 47.6499076, -122.318265 47.6499488))",POINT (-122.318193220333 47.64995033325668),50.4
,1555,615156211,,yes,,,"POLYGON ((-122.3183817 47.6500563, -122.3182415 47.6501137, -122.3181797 47.6500452, -122.3183198 47.6499878, -122.3183817 47.6500563))",POINT (-122.3182806827826 47.65005075088558),109.8
,1556,615156212,,yes,,,"POLYGON ((-122.3184816 47.6500039, -122.3183916 47.6500363, -122.3183293 47.6499577, -122.3184192 47.6499253, -122.3184816 47.6500039))",POINT (-122.3184054321644 47.64998080470122),75.9
,1557,615156213,,yes,,,"POLYGON ((-122.3185969 47.6499791, -122.3185165 47.6500076, -122.3184408 47.6499104, -122.3185211 47.649882, -122.3185969 47.6499791))",POINT (-122.3185188324682 47.64994479028763),83.1
,1558,615156214,,yes,,,"POLYGON ((-122.3187082 47.6499335, -122.318636 47.6499633, -122.3185683 47.6498887, -122.3186405 47.6498589, -122.3187082 47.6499335))",POINT (-122.31863825 47.6499111),61.8
,1559,615156215,,yes,,,"POLYGON ((-122.3188041 47.6500414, -122.3187117 47.6500784, -122.3186313 47.6499872, -122.3187236 47.6499502, -122.3188041 47.6500414))",POINT (-122.3187176828618 47.65001430507974),95.1
,1560,615156216,,yes,,,"POLYGON ((-122.3188423 47.6502334, -122.3187686 47.6501395, -122.3188627 47.6501059, -122.3189365 47.6501999, -122.3188423 47.6502334))",POINT (-122.3188525349478 47.65016967324307),94.5
,1561,615156217,,yes,,,"POLYGON ((-122.3186459 47.6501733, -122.3187319 47.6501379, -122.3188251 47.6502404, -122.3187391 47.6502759, -122.3186459 47.6501733))",POINT (-122.3187355008869 47.65020688366543),101.2
,1562,615156218,,yes,,,"POLYGON ((-122.3186279 47.6504318, -122.3185808 47.6504493, -122.3185413 47.6504012, -122.3185884 47.6503837, -122.3185804 47.6503739, -122.3186338 47.650354, -122.3186928 47.6504259, -122.3186394 47.6504458, -122.3186279 47.6504318))",POINT (-122.3186173067614 47.65040605733223),66.5
,1563,615156219,,yes,,,"POLYGON ((-122.3185594 47.6502619, -122.3186073 47.6503208, -122.3185034 47.6503592, -122.3184554 47.6503003, -122.3185594 47.6502619))",POINT (-122.3185313678679 47.65031054791283),66.5
,1564,615156220,,yes,,,"POLYGON ((-122.3187163 47.6502867, -122.3186296 47.6503184, -122.3185578 47.6502295, -122.3186445 47.6501977, -122.3187163 47.6502867))",POINT (-122.3186370519697 47.6502580673775),83.4
,1565,615156222,,yes,,,"POLYGON ((-122.3188437 47.6503951, -122.318756 47.6504316, -122.3186674 47.6503349, -122.3187552 47.6502985, -122.3188437 47.6503951))",POINT (-122.3187555667328 47.65036502766485),97.7
,1566,615156223,,yes,,,"POLYGON ((-122.3190314 47.6502718, -122.3189815 47.6502926, -122.3189757 47.6502864, -122.3189228 47.6503084, -122.3188651 47.6502455, -122.3189255 47.6502203, -122.318933 47.6502285, -122.3189754 47.6502108, -122.3190314 47.6502718))",POINT (-122.3189479220173 47.6502588197637),74.3
,1567,615156224,,yes,,,"POLYGON ((-122.3188189 47.6503169, -122.3187927 47.6502884, -122.318839 47.6502691, -122.3188651 47.6502976, -122.3188816 47.6502907, -122.318904 47.6503152, -122.3188973 47.650318, -122.3189241 47.6503473, -122.3188581 47.6503748, -122.3188312 47.6503455, -122.3188088 47.6503211, -122.3188189 47.6503169))",POINT (-122.318857381342 47.65032240668906),58.1
,1568,615156225,,yes,,,"POLYGON ((-122.318991 47.6506238, -122.3189825 47.6506273, -122.3189599 47.6506027, -122.3189685 47.6505992, -122.3189553 47.6505848, -122.3190254 47.6505556, -122.3190951 47.6505266, -122.3191588 47.650596, -122.3190891 47.6506251, -122.3190834 47.6506189, -122.3190133 47.6506481, -122.318991 47.6506238))",POINT (-122.319055504943 47.65058882644278),109.4
,1569,615156226,,yes,,,"POLYGON ((-122.3192132 47.6505749, -122.3191447 47.6505003, -122.3192205 47.6504688, -122.319289 47.6505434, -122.3192132 47.6505749))",POINT (-122.31921685 47.65052185),65.2
,1570,615156227,,yes,,,"POLYGON ((-122.3193023 47.6507606, -122.3193635 47.6508272, -122.3192219 47.6508862, -122.3191607 47.6508195, -122.3193023 47.6507606))",POINT (-122.3192620895844 47.65082338293787),108.9
,1571,615156228,,yes,,,"POLYGON ((-122.3196778 47.650715, -122.3195793 47.6507551, -122.3195116 47.6506797, -122.3196101 47.6506395, -122.3196778 47.650715))",POINT (-122.3195947042028 47.65069731755931),84.7
,1572,615156229,,yes,,,"POLYGON ((-122.3194827 47.6509517, -122.3194076 47.6508681, -122.3195615 47.6508053, -122.3196366 47.6508889, -122.3194827 47.6509517))",POINT (-122.3195221 47.6508785),146.7
,1573,615156230,,yes,,,"POLYGON ((-122.3193613 47.6509959, -122.3192488 47.6510305, -122.3191818 47.6509316, -122.3192943 47.650897, -122.3193613 47.6509959))",POINT (-122.31927155 47.65096375),112.2
,1574,615156231,,yes,,,"POLYGON ((-122.3194981 47.6510948, -122.3193841 47.651112, -122.3193677 47.6510623, -122.3194817 47.6510452, -122.3194981 47.6510948))",POINT (-122.3194328821491 47.65107857888429),49.6
,1575,615156232,,yes,,,"POLYGON ((-122.3197811 47.6511314, -122.3198021 47.6511561, -122.3197067 47.6511929, -122.3196857 47.6511682, -122.3197811 47.6511314))",POINT (-122.3197439 47.65116215),26.1
,1576,615156233,,yes,,,"POLYGON ((-122.3196309 47.6511658, -122.319576 47.6511011, -122.3196966 47.6510546, -122.3197515 47.6511193, -122.3196309 47.6511658))",POINT (-122.31966375 47.6511102),86.4
,1577,615156234,,yes,,,"POLYGON ((-122.3195408 47.6512451, -122.3194987 47.6512613, -122.3194606 47.6512164, -122.3195027 47.6512001, -122.3194854 47.6511798, -122.3195728 47.6511461, -122.3195901 47.6511665, -122.3196282 47.6512114, -122.3195408 47.6512451))",POINT (-122.3195428374706 47.65120434444559),84.2
,1578,615156235,,yes,,,"POLYGON ((-122.3197214 47.6513031, -122.3195726 47.6513605, -122.3195206 47.6512992, -122.3196694 47.6512419, -122.3197214 47.6513031))",POINT (-122.3196209866091 47.65130118307324),101.0
,1579,615156236,,yes,,,"POLYGON ((-122.3199776 47.6514088, -122.3198348 47.6514598, -122.319789 47.6514018, -122.3199319 47.6513507, -122.3199776 47.6514088))",POINT (-122.3198833315588 47.65140526660079),88.7
,1580,615156237,,yes,,,"POLYGON ((-122.3200648 47.6515298, -122.3199298 47.6515845, -122.3198488 47.6514937, -122.3199838 47.6514391, -122.3200648 47.6515298))",POINT (-122.3199567941719 47.65151178235929),139.2
,1581,615156238,,yes,,,"POLYGON ((-122.3200869 47.6515719, -122.3201 47.6515865, -122.3201064 47.6515839, -122.3201573 47.651641, -122.3200011 47.6517042, -122.3199502 47.6516472, -122.3200448 47.6516089, -122.3200317 47.6515942, -122.3200869 47.6515719))",POINT (-122.3200547735082 47.65163960371684),110.4
,1582,615156239,,yes,,,"POLYGON ((-122.3202552 47.6517408, -122.3201036 47.6518013, -122.3200439 47.6517334, -122.3201954 47.6516729, -122.3202552 47.6517408))",POINT (-122.3201495329262 47.65173710056943),116.1
,1583,615156240,,yes,,,"POLYGON ((-122.3202042 47.6518343, -122.320343 47.6517842, -122.3203912 47.6518447, -122.3202524 47.6518948, -122.3202042 47.6518343))",POINT (-122.3202977 47.65183949999999),90.2
,1584,615156241,,yes,,,"POLYGON ((-122.3204301 47.6519164, -122.3204423 47.6519283, -122.3203276 47.6519816, -122.320266 47.6519215, -122.3203807 47.6518681, -122.3203967 47.6518838, -122.3204148 47.6518754, -122.3204481 47.651908, -122.3204301 47.6519164))",POINT (-122.3203595116878 47.65192259548838),92.2
,1585,615156242,,yes,,,"POLYGON ((-122.3205227 47.6520141, -122.320438 47.6520552, -122.3203569 47.6519793, -122.3204416 47.6519382, -122.3205227 47.6520141))",POINT (-122.3204398 47.65199669999999),81.5
,1586,615156243,,yes,,,"POLYGON ((-122.3206186 47.6521017, -122.3205006 47.6521577, -122.3204318 47.6520919, -122.3205498 47.6520359, -122.3206186 47.6521017))",POINT (-122.3205252 47.6520968),97.0
,1587,615156244,,yes,,,"POLYGON ((-122.3214032 47.6523822, -122.3214118 47.6523366, -122.3215278 47.6523466, -122.3215192 47.6523922, -122.3214032 47.6523822))",POINT (-122.3214655 47.6523644),44.9
,1588,615156245,,yes,,,"POLYGON ((-122.3213875 47.652157, -122.3213931 47.6521366, -122.3214468 47.6521433, -122.3214412 47.6521637, -122.3214072 47.6522883, -122.3213535 47.6522816, -122.3213336 47.6522792, -122.3213676 47.6521546, -122.3213875 47.652157))",POINT (-122.3213905831271 47.65221381215581),88.6
,1589,615156246,,yes,,,"POLYGON ((-122.3218755 47.6501316, -122.3219475 47.6501551, -122.3219562 47.6504647, -122.3215872 47.6503367, -122.3217933 47.650066, -122.321898 47.6501022, -122.3218755 47.6501316))",POINT (-122.321811474648 47.65027134851596),727.5
,1590,616381315,,yes,,,"POLYGON ((-122.2990297 47.6634493, -122.299041 47.6634481, -122.2990207 47.6633651, -122.2991897 47.6633462, -122.2992098 47.6634281, -122.2992216 47.6634268, -122.299281 47.663669, -122.299259 47.6636715, -122.2992612 47.6636805, -122.2991422 47.6636938, -122.2991407 47.6636877, -122.2990585 47.6636968, -122.2990257 47.6636756, -122.2990094 47.663618, -122.2990295 47.6636144, -122.2990297 47.6634493))",POINT (-122.2991358602414 47.66353461249945),594.4
Warby Parker,1591,616381317,,yes,,,"POLYGON ((-122.2989336 47.663175, -122.2989913 47.6631751, -122.2989913 47.6631677, -122.2991583 47.6631682, -122.2991579 47.6632363, -122.2989909 47.6632359, -122.2989909 47.6632313, -122.2989333 47.6632312, -122.2989336 47.663175))",POINT (-122.299049695838 47.66320227412741),122.0
,1592,616381318,,yes,,,"POLYGON ((-122.2991724 47.6631845, -122.2992678 47.6631847, -122.2992676 47.6632192, -122.2991722 47.663219, -122.2991724 47.6631845))",POINT (-122.29922 47.66320184999999),27.5
,1593,616383111,,yes,,,"POLYGON ((-122.2879782 47.6621972, -122.2877341 47.6621981, -122.2877335 47.6621255, -122.2878127 47.6621252, -122.2878125 47.662106, -122.2879774 47.6621054, -122.2879782 47.6621972))",POINT (-122.2878617825325 47.66215436937471),174.3
,1594,616383112,,yes,,,"POLYGON ((-122.2878293 47.6619556, -122.2879697 47.6619536, -122.2879737 47.6620796, -122.2878333 47.6620816, -122.2878293 47.6619556))",POINT (-122.2879015 47.66201759999998),147.7
,1595,616383113,,yes,,,"POLYGON ((-122.2889552 47.6613459, -122.2887828 47.661378, -122.2887764 47.6613623, -122.2886851 47.6613793, -122.2885803 47.6613988, -122.2885505 47.6613262, -122.2885446 47.6613117, -122.2886494 47.6612922, -122.2886553 47.6613067, -122.2887721 47.661285, -122.2887813 47.6613075, -122.2889282 47.6612802, -122.2889552 47.6613459))",POINT (-122.2887407199309 47.66133517210124),248.4
,1596,616383114,,parking,,,"POLYGON ((-122.2873684 47.6616751, -122.2870283 47.6618051, -122.2868982 47.6616506, -122.2872383 47.6615207, -122.2873684 47.6616751))",POINT (-122.2871332881493 47.66166288271584),579.4
,1597,619324223,,yes,,,"POLYGON ((-122.300683 47.6642274, -122.3001976 47.6642262, -122.3002003 47.663703, -122.3000774 47.6637027, -122.3000776 47.6636686, -122.3000568 47.6636686, -122.3000576 47.6635131, -122.3000587 47.6633062, -122.3001916 47.6633065, -122.3001919 47.6632385, -122.3007294 47.6632397, -122.3007291 47.6632895, -122.3007287 47.6633647, -122.3007272 47.6633647, -122.3007229 47.6641873, -122.3006832 47.6641872, -122.300683 47.6642274))",POINT (-122.3004292330106 47.66370832901514),4791.8
Sundodger,1598,639752637,,apartments,,,"POLYGON ((-122.3176493 47.6593259, -122.3172352 47.6593227, -122.3172423 47.6589043, -122.3176564 47.6589074, -122.3176493 47.6593259))",POINT (-122.3174458082432 47.65911507520558),1446.2
,1599,661301689,,parking,,,"POLYGON ((-122.3171599 47.6600385, -122.3171613 47.6599393, -122.3167537 47.6599366, -122.3167523 47.6600358, -122.3171599 47.6600385))",POINT (-122.3169568 47.65998755),337.4
,1600,667535407,,yes,,,"POLYGON ((-122.320681 47.6516455, -122.3204447 47.6513845, -122.3207952 47.6512405, -122.3210257 47.6514952, -122.3208184 47.6517665, -122.320681 47.6516455))",POINT (-122.3207571897374 47.65148071066445),1294.9
,1601,699521625,,parking,,,"POLYGON ((-122.3199139 47.6612239, -122.3204022 47.6612293, -122.3204747 47.6612264, -122.3205441 47.6612148, -122.320594 47.6611988, -122.3206443 47.661176, -122.3206856 47.6611536, -122.3207043 47.661135, -122.3207129 47.6611132, -122.3207157 47.6610796, -122.3207203 47.6609441, -122.3207192 47.6608582, -122.3206498 47.6608569, -122.3203561 47.6608531, -122.3203131 47.6608333, -122.3199036 47.6608284, -122.3199139 47.6612239))",POINT (-122.3202967791715 47.66102909191684),2519.9
The M,1602,701970651,,residential,,,"POLYGON ((-122.3140937 47.6632102, -122.3140931 47.6632578, -122.3140921 47.6633376, -122.3140547 47.6633374, -122.3140527 47.6635037, -122.3140382 47.6635036, -122.3140376 47.6635588, -122.3136958 47.663557, -122.3136982 47.6633547, -122.3137203 47.6633548, -122.3137205 47.6633356, -122.3137082 47.6633356, -122.3137092 47.6632557, -122.3137097 47.6632081, -122.3140937 47.6632102))",POINT (-122.3138846478041 47.66337964046233),1056.5
Population Health Facility,1603,702590756,,yes,,,"POLYGON ((-122.3118658 47.6550339, -122.3118667 47.6548073, -122.3118885 47.6548073, -122.3118886 47.6547812, -122.3118887 47.6547648, -122.3119041 47.6547649, -122.311906 47.6542749, -122.3119362 47.6542749, -122.3119373 47.6539907, -122.3115908 47.6539901, -122.3115907 47.6540166, -122.3115905 47.6540779, -122.3115904 47.6540942, -122.3115166 47.654094, -122.3115165 47.6541108, -122.3115146 47.6545905, -122.3114616 47.6545904, -122.311461 47.6547641, -122.311514 47.6547642, -122.3115137 47.6548462, -122.3115405 47.6548463, -122.3115601 47.6548463, -122.3115875 47.6548463, -122.3115872 47.6549279, -122.3115868 47.6550334, -122.3118658 47.6550339))",POINT (-122.3117140229289 47.65449252323899),3290.1
Burke+Union,1604,706454218,,yes,,,"POLYGON ((-122.2933997 47.6620502, -122.2932727 47.6619395, -122.2932861 47.6619326, -122.2932265 47.6618807, -122.2932403 47.6618736, -122.2931853 47.6618257, -122.2931972 47.6618195, -122.2931389 47.6617689, -122.2931534 47.6617613, -122.2930898 47.6617061, -122.292619 47.6619524, -122.292717 47.6620374, -122.2926801 47.6620567, -122.2929447 47.6622864, -122.2930613 47.6622254, -122.2930486 47.6622144, -122.29326 47.6621041, -122.2932735 47.6621159, -122.2933997 47.6620502))",POINT (-122.2930028136364 47.66199793849967),1932.4
,1605,706455022,,construction,,,"POLYGON ((-122.3148522 47.6597307, -122.3144571 47.6597258, -122.3144618 47.6595527, -122.3148569 47.6595576, -122.3148522 47.6597307))",POINT (-122.314657 47.6596417),570.9
,1606,712181252,,yes,,,"POLYGON ((-122.3040442 47.6503595, -122.3040255 47.6503611, -122.3039908 47.650364, -122.3040035 47.6504328, -122.3040535 47.6504092, -122.3040442 47.6503595))",POINT (-122.3040216166545 47.65039177102091),26.9
,1607,732505356,,parking,,,"POLYGON ((-122.3147075 47.6627527, -122.3143692 47.6627523, -122.3143695 47.6626154, -122.3147079 47.6626158, -122.3147075 47.6627527))",POINT (-122.314538525033 47.66268404662828),386.5
,1608,745400883,,house,,,"POLYGON ((-122.3219364 47.6498134, -122.3217931 47.6497595, -122.3216925 47.6498809, -122.3219079 47.6499619, -122.3219472 47.6499145, -122.3219059 47.649899, -122.3219351 47.6498637, -122.3219043 47.6498521, -122.3219364 47.6498134))",POINT (-122.3218309692677 47.64986064965358),239.8
,1609,746003053,,parking,,,"POLYGON ((-122.3038304 47.6558194, -122.3038392 47.6553575, -122.3040146 47.6553591, -122.3040057 47.655821, -122.3038304 47.6558194))",POINT (-122.3039224754494 47.65558922805276),676.1
,1610,746277336,,construction,,,"POLYGON ((-122.3141924 47.6598951, -122.3141859 47.6601158, -122.3141223 47.6601149, -122.3141215 47.6601433, -122.314036 47.6601422, -122.3140367 47.6601168, -122.3137841 47.6601134, -122.3137907 47.6598898, -122.3141924 47.6598951))",POINT (-122.3139900671851 47.66000701364045),766.5
,1611,746277337,,construction,,,"POLYGON ((-122.314177 47.6605952, -122.3141702 47.660857, -122.3137677 47.6608523, -122.3137745 47.6605905, -122.314177 47.6605952))",POINT (-122.31397235 47.66072375),879.6
,1612,746508593,,parking,,,"POLYGON ((-122.311286 47.660705, -122.3112124 47.6607047, -122.3111058 47.6607042, -122.3111037 47.6608977, -122.3102287 47.6608934, -122.3102374 47.6600849, -122.3103107 47.6600853, -122.3104622 47.6600863, -122.3112901 47.6600919, -122.311286 47.660705))",POINT (-122.3107413959944 47.66047915051396),6814.6
,1613,753499554,,parking,,,"POLYGON ((-122.3153103 47.6616158, -122.3153097 47.6616658, -122.3153131 47.6616692, -122.3153219 47.6616694, -122.3153278 47.6616688, -122.315329 47.6616658, -122.3153419 47.6616658, -122.3153408 47.6617075, -122.3153402 47.661733, -122.3153233 47.6617271, -122.3153095 47.6617272, -122.3153053 47.6617292, -122.3153042 47.6617805, -122.3152746 47.6617803, -122.3150112 47.6617784, -122.3150108 47.6617258, -122.3149819 47.6617256, -122.3149823 47.6616992, -122.3149895 47.6616993, -122.3149898 47.6616894, -122.3149824 47.6616894, -122.3149831 47.6616568, -122.3149915 47.6616568, -122.3149919 47.6616476, -122.3149831 47.6616477, -122.3149836 47.6616162, -122.314984 47.6616044, -122.3149822 47.6616006, -122.3149795 47.6615982, -122.3149753 47.6615969, -122.3149037 47.6615965, -122.3149042 47.6615665, -122.3149266 47.6615585, -122.3149044 47.6615503, -122.3149047 47.6615285, -122.3149274 47.6615206, -122.314905 47.6615119, -122.3149053 47.6614924, -122.3149281 47.6614802, -122.3149288 47.6614416, -122.3149063 47.6614287, -122.3149067 47.6613983, -122.3149674 47.6613977, -122.3149719 47.6613961, -122.3149729 47.6613921, -122.3149727 47.6613828, -122.3150258 47.6613829, -122.3150912 47.661383, -122.3150837 47.6616581, -122.3150921 47.6616639, -122.3151033 47.6616684, -122.315107 47.6616684, -122.3151082 47.6616153, -122.3153103 47.6616158))",POINT (-122.3150926339575 47.66161285456977),759.2
,1614,762382398,,bicycle_parking,,,"POLYGON ((-122.3085102 47.6514905, -122.3082921 47.6514806, -122.3082989 47.6514134, -122.3085169 47.6514233, -122.3085102 47.6514905))",POINT (-122.3084045235211 47.65145195250107),122.9
,1615,762382399,,bicycle_parking,,,"POLYGON ((-122.3090776 47.6518694, -122.3089674 47.6518151, -122.3090108 47.651775, -122.309121 47.6518293, -122.3090776 47.6518694))",POINT (-122.3090442 47.65182220000001),56.6
,1616,839990671,,fountain,,,"POLYGON ((-122.3148279 47.6605485, -122.314788 47.6605487, -122.3147595 47.6605299, -122.3147592 47.660503, -122.3147872 47.6604838, -122.3148272 47.6604836, -122.3148556 47.6605025, -122.3148559 47.6605294, -122.3148279 47.6605485))",POINT (-122.3148075549506 47.66051615606063),43.3
,1617,841153265,,roof,,,"POLYGON ((-122.2933282 47.6591413, -122.2932147 47.65918, -122.2931894 47.6591462, -122.2933028 47.6591076, -122.2933282 47.6591413))",POINT (-122.2932587628903 47.65914378346665),40.1
Shake Shack,1618,861227965,,fast_food,,,"POLYGON ((-122.2997734 47.6636638, -122.2997282 47.6635454, -122.2996738 47.6635458, -122.2996701 47.6633933, -122.2999092 47.6633973, -122.2999129 47.6635097, -122.2998788 47.6635153, -122.299918 47.6636478, -122.2997734 47.6636638))",POINT (-122.2998001489084 47.66351189242778),434.4
,1619,863258058,,yes,,,"POLYGON ((-122.3214714 47.6595734, -122.3213961 47.6595739, -122.3213968 47.6596035, -122.3213975 47.659631, -122.3213985 47.6596689, -122.3214093 47.6596687, -122.3214098 47.6596794, -122.3214478 47.6596788, -122.3214482 47.6596679, -122.3214535 47.6596678, -122.3214609 47.6596295, -122.3214659 47.6596025, -122.3214714 47.6595734))",POINT (-122.3214299613047 47.65962202095681),55.0
Lot 3,1620,866576253,,parking,,,"POLYGON ((-122.313325 47.6591662, -122.3133259 47.6591165, -122.3133269 47.6590622, -122.31374 47.6590657, -122.3137381 47.6591697, -122.3136876 47.6591693, -122.313325 47.6591662))",POINT (-122.3135325048438 47.65911595701431),358.6
Wellesley Apartments,1621,866576279,,apartments,,,"POLYGON ((-122.3149341 47.6584202, -122.3149325 47.6584923, -122.3149307 47.6585681, -122.3149299 47.6586043, -122.3149296 47.6586165, -122.3149291 47.6586387, -122.3149107 47.6586385, -122.3147245 47.6586365, -122.3146403 47.6586356, -122.314605 47.6586353, -122.3145101 47.6586343, -122.3145126 47.6585257, -122.3145152 47.6584158, -122.3149341 47.6584202))",POINT (-122.3147221216764 47.6585272390643),764.1
,1622,876421963,,yes,,,"POLYGON ((-122.3206159 47.6499821, -122.3205652 47.6500476, -122.3204527 47.6500081, -122.3204719 47.6499834, -122.3204599 47.6499792, -122.3205198 47.6499018, -122.3206304 47.6499407, -122.3206021 47.6499772, -122.3206159 47.6499821))",POINT (-122.3205412056596 47.64997480750601),126.3
North Physics Laboratory,1623,885743335,,university,,,"POLYGON ((-122.3030813 47.6598449, -122.3030106 47.6598729, -122.3029421 47.6598051, -122.3027647 47.6598717, -122.3027098 47.6598087, -122.3027284 47.6597993, -122.3026034 47.6596596, -122.3023877 47.6597459, -122.302701 47.6600859, -122.3026806 47.6601066, -122.302662 47.6601487, -122.3027277 47.6601596, -122.3027117 47.6602037, -122.3027072 47.660249, -122.3027144 47.6602942, -122.3027331 47.6603378, -122.3027628 47.6603786, -122.3025205 47.660472, -122.3026162 47.6605743, -122.3035591 47.6602559, -122.303469 47.6601402, -122.3034212 47.6601004, -122.3033311 47.6600663, -122.3032399 47.6600246, -122.3031679 47.659943, -122.3030813 47.6598449))",POINT (-122.3029406213689 47.66013147572997),3840.9
,1624,887604606,,yes,,,"POLYGON ((-122.2887682 47.6588989, -122.2887679 47.6590101, -122.2886511 47.6590099, -122.288651 47.6590392, -122.2885984 47.6590392, -122.2885989 47.6588907, -122.2886472 47.6588908, -122.2886472 47.6588734, -122.2887005 47.6588735, -122.2887005 47.6588988, -122.2887682 47.6588989))",POINT (-122.2886776507565 47.65895406742712),184.5
,1625,887604607,,yes,,,"POLYGON ((-122.2883951 47.6589063, -122.2883933 47.6589874, -122.2884014 47.6589875, -122.2884003 47.6590363, -122.2885685 47.659038, -122.2885698 47.6589771, -122.2885435 47.6589769, -122.2885453 47.6588939, -122.2884793 47.6588932, -122.288479 47.6589072, -122.2883951 47.6589063))",POINT (-122.2884782674454 47.65897088185663),180.3
,1626,887604608,,yes,,,"POLYGON ((-122.2889916 47.659599, -122.2889897 47.6597267, -122.2891109 47.6597275, -122.289111 47.6597166, -122.2891456 47.6597168, -122.2891461 47.6596805, -122.2891338 47.6596804, -122.2891341 47.6596583, -122.2891507 47.6596584, -122.2891513 47.6596183, -122.2891344 47.6596182, -122.2891347 47.6596002, -122.2890783 47.6595998, -122.2890785 47.6595887, -122.2890484 47.6595885, -122.2890482 47.6595994, -122.2889916 47.659599))",POINT (-122.2890660862167 47.65966144745627),162.6
17,1627,888262239,,parking_space,,,"POLYGON ((-122.3161786 47.6596657, -122.3160946 47.6596651, -122.316095 47.6596422, -122.316179 47.6596428, -122.3161786 47.6596657))",POINT (-122.3161368 47.65965395000001),16.1
16,1628,888262240,,parking_space,,,"POLYGON ((-122.3161782 47.6596886, -122.3160943 47.659688, -122.3160946 47.6596651, -122.3161786 47.6596657, -122.3161782 47.6596886))",POINT (-122.3161364252531 47.65967684772863),16.0
15,1629,888262241,,parking_space,,,"POLYGON ((-122.3161779 47.6597115, -122.3160939 47.6597109, -122.3160943 47.659688, -122.3161782 47.6596886, -122.3161779 47.6597115))",POINT (-122.316136074747 47.65969975227138),16.0
14,1630,888262242,,parking_space,,,"POLYGON ((-122.3161775 47.6597344, -122.3160935 47.6597338, -122.3160939 47.6597109, -122.3161779 47.6597115, -122.3161775 47.6597344))",POINT (-122.3161357 47.65972265),16.1
13,1631,888262243,,parking_space,,,"POLYGON ((-122.3161771 47.6597573, -122.3160932 47.6597567, -122.3160935 47.6597338, -122.3161775 47.6597344, -122.3161771 47.6597573))",POINT (-122.3161353252531 47.65974554772863),16.0
12,1632,888262244,,parking_space,,,"POLYGON ((-122.3161914 47.6597358, -122.3162577 47.6597366, -122.3162571 47.659758, -122.3161908 47.6597572, -122.3161914 47.6597358))",POINT (-122.31622425 47.6597469),11.8
11,1633,888262245,,parking_space,,,"POLYGON ((-122.316192 47.6597144, -122.3162583 47.6597152, -122.3162577 47.6597366, -122.3161914 47.6597358, -122.316192 47.6597144))",POINT (-122.31622485 47.6597255),11.8
10,1634,888262246,,parking_space,,,"POLYGON ((-122.3161926 47.659693, -122.3162589 47.6596938, -122.3162583 47.6597152, -122.316192 47.6597144, -122.3161926 47.659693))",POINT (-122.31622545 47.65970409999999),11.8
9,1635,888262247,,parking_space,,,"POLYGON ((-122.3161932 47.6596716, -122.3162595 47.6596724, -122.3162589 47.6596938, -122.3161926 47.659693, -122.3161932 47.6596716))",POINT (-122.31622605 47.65968270000001),11.8
8,1636,888262248,,parking_space,,,"POLYGON ((-122.3161938 47.6596502, -122.3162601 47.659651, -122.3162595 47.6596724, -122.3161932 47.6596716, -122.3161938 47.6596502))",POINT (-122.31622665 47.6596613),11.8
7,1637,888262249,,parking_space,,,"POLYGON ((-122.3163681 47.6596842, -122.3163359 47.659684, -122.3163367 47.6596418, -122.3163689 47.6596421, -122.3163681 47.6596842))",POINT (-122.3163523936387 47.65966302474359),11.3
