name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area
Harris Hydraulics Laboratory,87,53904719,,university,,,"POLYGON ((-122.3113227 47.6499971, -122.3116243 47.6497774, -122.3117723 47.6498702, -122.3114694 47.6500909, -122.3114527 47.6500805, -122.3114219 47.6501029, -122.3114439 47.6501167, -122.3113334 47.6501973, -122.3112483 47.6501439, -122.3112353 47.6501534, -122.3111813 47.6501195, -122.311196 47.6501088, -122.3111124 47.6500564, -122.3112182 47.6499794, -122.311305 47.6500338, -122.3113402 47.6500081, -122.3113227 47.6499971))",POINT (-122.3114469626486 47.64999275235231),828.5
Chemistry Library Building,88,54024501,,library,,,"POLYGON ((-122.3099756 47.6534658, -122.3099965 47.6534992, -122.3102805 47.6539174, -122.3102532 47.653926, -122.3102781 47.6539623, -122.3102967 47.6539894, -122.3102972 47.6540059, -122.3102873 47.654015, -122.3102661 47.6540208, -122.3102415 47.6540163, -122.3102183 47.6539825, -122.3101938 47.6539468, -122.3100122 47.6540051, -122.3098446 47.6537464, -122.3098174 47.653756, -122.3097554 47.6536606, -122.309737 47.6536663, -122.3097312 47.653657, -122.3096954 47.6535998, -122.3097182 47.6535933, -122.3095953 47.6534145, -122.3096314 47.6534028, -122.3096191 47.6533854, -122.3096583 47.6533732, -122.3097111 47.6533567, -122.3097277 47.653379, -122.3097537 47.653371, -122.3098132 47.6534659, -122.3098368 47.6535042, -122.3099756 47.6534658))",POINT (-122.3099525542496 47.65369745460315),1559.7
Sylvan Theater,89,54024506,,theatre,,,"POLYGON ((-122.3058881 47.6526988, -122.3061068 47.6525551, -122.3061452 47.6525746, -122.3061747 47.6526135, -122.3061747 47.6526433, -122.3060346 47.6527422, -122.3059836 47.6527449, -122.3059275 47.652726, -122.3058881 47.6526988))",POINT (-122.3060467304652 47.65265921390125),233.5
Theodore Jacobson Observatory,90,54029691,,university,,,"POLYGON ((-122.3092709 47.6604377, -122.3092449 47.6604441, -122.3092198 47.6604363, -122.3092102 47.6604188, -122.3092219 47.6604019, -122.3092371 47.6603981, -122.3092372 47.660363, -122.3092377 47.6602472, -122.3093173 47.6602473, -122.3093166 47.6604216, -122.309282 47.6604216, -122.3092709 47.6604377))",POINT (-122.3092734168249 47.66034366732952),129.0
N5,91,54029697,,parking,,,"POLYGON ((-122.3091551 47.6609853, -122.3091014 47.660793, -122.3090892 47.6598272, -122.3085605 47.659835, -122.3085748 47.6603293, -122.3085938 47.6609861, -122.3091551 47.6609853))",POINT (-122.3088393282982 47.66040914117458),5046.2
,92,54216353,,yes,,,"POLYGON ((-122.3039311 47.6547505, -122.3037947 47.6547469, -122.3037975 47.6547006, -122.3038092 47.6547009, -122.3038133 47.6546316, -122.3038016 47.6546313, -122.3038054 47.6545665, -122.3039266 47.6545698, -122.3039257 47.6545852, -122.3039408 47.6545856, -122.3039311 47.6547505))",POINT (-122.303869752861 47.65465907384809),196.8
University of Washington Club,93,54216355,,university,,,"POLYGON ((-122.303867 47.6554478, -122.3040075 47.6554492, -122.3040073 47.65546, -122.3040586 47.6554605, -122.3040588 47.6554497, -122.3042587 47.6554515, -122.304257 47.6555351, -122.3043392 47.6555359, -122.3043385 47.6555724, -122.3043376 47.6556153, -122.3042541 47.6556146, -122.3042508 47.6557749, -122.3041919 47.6557744, -122.3041918 47.6557829, -122.3041648 47.6557827, -122.3041645 47.6558013, -122.3040712 47.6558005, -122.3040718 47.6557736, -122.3038604 47.6557716, -122.303867 47.6554478))",POINT (-122.3040720955356 47.65561383476052),1129.3
Plant Operations Annex 6,94,54216358,,yes,,,"POLYGON ((-122.3033105 47.6543168, -122.3033613 47.6543205, -122.3033631 47.6543089, -122.3033938 47.6543111, -122.3033915 47.6543253, -122.3034276 47.6543279, -122.3033963 47.6545264, -122.3033518 47.6545232, -122.3033493 47.6545386, -122.3033482 47.6545458, -122.3032752 47.6545406, -122.3033105 47.6543168))",POINT (-122.3033509407421 47.65442762738661),215.6
Fluke Hall,95,54216360,,university,,,"POLYGON ((-122.3028725 47.6560614, -122.30288 47.6560385, -122.3028535 47.6560346, -122.3028835 47.6559375, -122.3029046 47.6559403, -122.3029411 47.6558145, -122.3029173 47.6558105, -122.3029471 47.6557036, -122.3029709 47.6557076, -122.3030035 47.6556025, -122.3029833 47.6555984, -122.3030054 47.6555089, -122.3030328 47.6555122, -122.3030421 47.6554782, -122.3031875 47.6554966, -122.3031784 47.6555306, -122.3033735 47.6555572, -122.3034039 47.6554479, -122.3034804 47.6554596, -122.3034487 47.6555696, -122.303486 47.6555755, -122.3035246 47.6555816, -122.3035041 47.6556522, -122.3035096 47.655653, -122.3035032 47.6556834, -122.3034999 47.6557172, -122.3035 47.6557656, -122.3035123 47.6557674, -122.3035111 47.6558204, -122.3035059 47.6558617, -122.3034924 47.6559001, -122.3034788 47.6559354, -122.3034579 47.6559707, -122.3034378 47.6559999, -122.303414 47.6560298, -122.3033863 47.6560524, -122.3033515 47.6561773, -122.3033009 47.6561716, -122.3032436 47.6561651, -122.3032278 47.6562177, -122.3031655 47.656208, -122.3031926 47.6561035, -122.3028725 47.6560614))",POINT (-122.3032110258447 47.65582052226544),2768.3
University of Washington Power Plant,96,54216361,,industrial,,,"POLYGON ((-122.303519 47.6538084, -122.303511 47.6540136, -122.3035101 47.654038, -122.3034055 47.6540362, -122.3034043 47.654067, -122.3034224 47.6540673, -122.3034133 47.6543055, -122.3032427 47.6543025, -122.3032519 47.6540646, -122.3033778 47.6540668, -122.303379 47.6540357, -122.3033362 47.654035, -122.3033458 47.6537875, -122.3035197 47.6537905, -122.3035194 47.6537969, -122.3035554 47.6537976, -122.3035563 47.6537737, -122.3034 47.653771, -122.3034096 47.653522, -122.3035513 47.6535245, -122.3035533 47.6534732, -122.3034931 47.6534721, -122.3034933 47.6534674, -122.3034417 47.6534665, -122.3034428 47.6534369, -122.3034944 47.6534378, -122.3034946 47.6534323, -122.3035544 47.6534333, -122.3035549 47.6534201, -122.3034506 47.6534182, -122.3034555 47.6532911, -122.3035068 47.653292, -122.3035116 47.6531669, -122.3038486 47.6531728, -122.3038391 47.653418, -122.3040263 47.6534213, -122.3040048 47.6539782, -122.3039141 47.6539766, -122.303906 47.6541865, -122.3038849 47.6541861, -122.3038802 47.6543077, -122.303878 47.6543635, -122.3037039 47.6543604, -122.3037101 47.6541976, -122.3037005 47.6541975, -122.3037084 47.6539911, -122.303729 47.6539914, -122.3037295 47.6539768, -122.3037784 47.6539777, -122.303779 47.6539616, -122.3036007 47.6539585, -122.3035496 47.6539576, -122.3035554 47.6538091, -122.303519 47.6538084))",POINT (-122.3036814811031 47.65374023376221),4538.1
Plant Services Building,97,54216362,,university,,,"POLYGON ((-122.3035152 47.6549199, -122.303399 47.6548785, -122.3035649 47.6546662, -122.303521 47.6546506, -122.3035106 47.6546639, -122.3034744 47.654651, -122.3034859 47.6546363, -122.303437 47.6546188, -122.3034997 47.6545376, -122.303746 47.6546257, -122.3035152 47.6549199))",POINT (-122.3035624425706 47.65471579756716),484.3
,98,54216363,,yes,,,"POLYGON ((-122.30399 47.6546265, -122.3040965 47.6546298, -122.304084 47.6548136, -122.3040536 47.6548127, -122.3040523 47.6548322, -122.3039762 47.6548298, -122.30399 47.6546265))",POINT (-122.3040354491633 47.6547271870503),176.1
Hall Health Center,99,54216365,,clinic,,,"POLYGON ((-122.303791 47.6559717, -122.3038347 47.6559691, -122.303833 47.6559562, -122.3039039 47.6559518, -122.3039019 47.6559363, -122.3039621 47.6559327, -122.3039644 47.6559498, -122.3040081 47.6559471, -122.3040099 47.6559601, -122.3040534 47.6559574, -122.3040593 47.6560012, -122.3043601 47.6559828, -122.3043678 47.6560406, -122.3043503 47.6560417, -122.30437 47.6561887, -122.3043915 47.6563494, -122.3040896 47.6563678, -122.3040863 47.6563435, -122.3040256 47.6563472, -122.3040196 47.6563026, -122.3038368 47.6563138, -122.303791 47.6559717))",POINT (-122.3040933446586 47.65615603320954),1693.4
Plant Operations Building,100,54216366,,university,,,"POLYGON ((-122.3039324 47.6551501, -122.3038995 47.6551458, -122.303888 47.6551861, -122.3037725 47.6551712, -122.3037848 47.655128, -122.3037224 47.6551199, -122.3037656 47.6549678, -122.3038319 47.6549764, -122.3038437 47.6549347, -122.303962 47.6549501, -122.3039493 47.6549946, -122.3039756 47.654998, -122.3039605 47.6550512, -122.3039324 47.6551501))",POINT (-122.3038533820732 47.65505858607879),363.4
Physical Plant Office Building,101,54216374,,university,,,"POLYGON ((-122.3042425 47.6552565, -122.3041073 47.6552379, -122.3041514 47.655092, -122.3041562 47.655076, -122.3040894 47.6550668, -122.3041392 47.654902, -122.3043395 47.6549296, -122.3042961 47.6550734, -122.3043262 47.6550734, -122.3043138 47.655096, -122.3042919 47.655093, -122.3042425 47.6552565))",POINT (-122.3042094326238 47.65506538169401),482.1
,102,54216375,,industrial,,,"POLYGON ((-122.303571 47.6543328, -122.3035417 47.654332, -122.3035046 47.6543311, -122.303501 47.6543966, -122.303498 47.6544514, -122.3034347 47.6544499, -122.3034421 47.6543126, -122.3034509 47.6543128, -122.3034514 47.6543045, -122.3034994 47.6543056, -122.303499 47.6543124, -122.3035106 47.6543127, -122.3035209 47.6540729, -122.3035864 47.6540744, -122.303578 47.6542146, -122.303571 47.6543328))",POINT (-122.3035195968808 47.6542650039403),213.6
Merrill Hall,103,54224398,,yes,,,"POLYGON ((-122.2904549 47.6579686, -122.290455 47.6578801, -122.290455 47.6578299, -122.2901895 47.6578298, -122.2901895 47.6576935, -122.2906507 47.6576936, -122.2906506 47.6579881, -122.290818 47.6579882, -122.2908179 47.6581141, -122.2904396 47.658114, -122.2904397 47.6579753, -122.2904549 47.6579753, -122.2904549 47.6579686))",POINT (-122.290519314594 47.65789151584683),1182.1
Isaacson Hall,104,54224404,,yes,,,"POLYGON ((-122.2898854 47.6579541, -122.2900919 47.657953, -122.2900913 47.6579014, -122.2900906 47.6578499, -122.2900225 47.6578502, -122.2900218 47.657793, -122.2898834 47.6577938, -122.2898854 47.6579541))",POINT (-122.2899785178111 47.65788031165003),243.8
Northwest Horticultural Society Hall,105,54224405,,yes,,,"POLYGON ((-122.290331 47.658114, -122.2903837 47.658114, -122.2903838 47.6579798, -122.2903311 47.6579798, -122.2903311 47.6579705, -122.2901992 47.6579705, -122.2900654 47.6579704, -122.2900654 47.6579942, -122.2899801 47.6579942, -122.2899801 47.6581139, -122.2900654 47.658114, -122.290331 47.658114))",POINT (-122.2901861858626 47.6580450112305),462.4
Douglas Research Conservatory,106,54224406,,yes,,,"POLYGON ((-122.2890779 47.6578994, -122.2890785 47.6577859, -122.2890791 47.6576725, -122.2889508 47.6576722, -122.288951 47.657635, -122.2888623 47.6576348, -122.2888313 47.6576348, -122.2888309 47.6577159, -122.2887347 47.6577157, -122.2887342 47.6578123, -122.2886826 47.6578122, -122.288682 47.6579305, -122.2888332 47.6579308, -122.2888333 47.6578988, -122.2890779 47.6578994))",POINT (-122.2888933158539 47.65779394209177),731.0
,107,54224410,,greenhouse,,,"POLYGON ((-122.2893817 47.657636, -122.288951 47.657635, -122.2888623 47.6576348, -122.2888628 47.6575234, -122.2893823 47.6575245, -122.2893817 47.657636))",POINT (-122.2891223152019 47.6575796720779),483.1
Schmitz Hall,108,54356424,,yes,,,"POLYGON ((-122.3128143 47.656396, -122.3128164 47.6563143, -122.3129281 47.6563156, -122.3129275 47.6563387, -122.312926 47.6563976, -122.3131472 47.6564002, -122.3131386 47.6567359, -122.313138 47.6567567, -122.3126453 47.6567509, -122.3122645 47.6567465, -122.3122737 47.6563897, -122.3126596 47.6563942, -122.3128143 47.656396))",POINT (-122.3127105072198 47.65656703725916),2677.4
,109,54356425,,parking,,,"POLYGON ((-122.3125353 47.6606205, -122.3125548 47.6598692, -122.3125072 47.6598686, -122.3122416 47.6598655, -122.3121643 47.6598646, -122.3121448 47.6606159, -122.3125353 47.6606205))",POINT (-122.3123498014954 47.66024253981907),2449.0
Laurel Village Community Center,110,54453444,,community_centre,,,"POLYGON ((-122.2912727 47.6602451, -122.2912716 47.6600099, -122.291313 47.6600098, -122.2913129 47.6599718, -122.2914071 47.6599716, -122.291407 47.6599585, -122.2915222 47.6599582, -122.2915228 47.660086, -122.2915712 47.6600859, -122.2915713 47.6601147, -122.2916122 47.6601146, -122.2916124 47.660152, -122.291672 47.6601519, -122.2916725 47.6602643, -122.2914333 47.6602648, -122.2914334 47.6602728, -122.2913912 47.6602729, -122.291391 47.6602448, -122.2912727 47.6602451))",POINT (-122.2914465598109 47.66013145096689),775.5
Q,111,54453447,,yes,,,"POLYGON ((-122.2905601 47.6606246, -122.2905259 47.6606161, -122.2905329 47.6606033, -122.290487 47.6605919, -122.2904797 47.6606052, -122.2904483 47.6605974, -122.2904407 47.6606113, -122.2904097 47.6606036, -122.2904191 47.6605865, -122.2903861 47.6605783, -122.2903782 47.6605927, -122.2903476 47.6605851, -122.2903577 47.6605666, -122.2903324 47.6605603, -122.2903396 47.6605472, -122.2902914 47.6605352, -122.2902827 47.6605513, -122.2902495 47.660543, -122.2903063 47.660439, -122.2903248 47.6604436, -122.290328 47.6604377, -122.290422 47.6604611, -122.2904181 47.6604683, -122.2905286 47.6604958, -122.2905336 47.6604942, -122.2906196 47.6605156, -122.2905601 47.6606246))",POINT (-122.2904351254625 47.66052990726316),313.9
University of Washington Environmental Safety Office Building,112,54453449,,yes,,,"POLYGON ((-122.2940405 47.6588564, -122.2938195 47.6589324, -122.2938095 47.6589192, -122.2937735 47.6589316, -122.2937328 47.6588775, -122.2937689 47.658865, -122.2937516 47.658842, -122.2939305 47.6587804, -122.2939198 47.6587662, -122.2939447 47.6587577, -122.2939548 47.6587711, -122.2939738 47.6587646, -122.293992 47.6587887, -122.2940412 47.6587718, -122.2940842 47.6588289, -122.2940331 47.6588465, -122.2940405 47.6588564))",POINT (-122.2939034611644 47.65884706852308),265.4
S,113,54453450,,yes,,,"POLYGON ((-122.2910702 47.6602888, -122.2912509 47.6603396, -122.2912649 47.6603169, -122.2913812 47.6603496, -122.2913466 47.6604057, -122.2913604 47.6604096, -122.2913295 47.6604598, -122.2911975 47.6604227, -122.29119 47.660435, -122.2910757 47.6604029, -122.2910734 47.6604068, -122.2909748 47.6603791, -122.2909652 47.6603947, -122.290865 47.6603665, -122.2908637 47.6603596, -122.2908319 47.6603507, -122.2908575 47.660309, -122.2908752 47.660314, -122.2909068 47.6602627, -122.2909753 47.6602819, -122.2909651 47.6602986, -122.2910093 47.660311, -122.29102 47.6602936, -122.2910603 47.660305, -122.2910702 47.6602888))",POINT (-122.2911177465541 47.66036065284153),441.6
N,114,54453451,,yes,,,"POLYGON ((-122.2917216 47.6607098, -122.2917245 47.6608342, -122.2916871 47.6608346, -122.2916867 47.6608162, -122.2916123 47.660817, -122.291613 47.6608478, -122.2915368 47.6608486, -122.2915365 47.660836, -122.2914545 47.6608369, -122.2914548 47.6608508, -122.2914269 47.6608511, -122.2914265 47.6608341, -122.2913954 47.6608344, -122.291395 47.6608181, -122.2913133 47.660819, -122.2913136 47.6608325, -122.2912726 47.6608329, -122.2912698 47.660714, -122.2914333 47.6607122, -122.2914337 47.6607296, -122.2915682 47.6607281, -122.2915679 47.6607114, -122.2917216 47.6607098))",POINT (-122.2914992497789 47.66077490171477),434.5
W,115,54453453,,yes,,,"POLYGON ((-122.2907663 47.6595179, -122.290735 47.6595129, -122.2907405 47.6594972, -122.2906896 47.6594891, -122.2906837 47.659506, -122.2906534 47.6595011, -122.290648 47.6595166, -122.2906168 47.6595116, -122.2906228 47.6594945, -122.2905709 47.6594862, -122.2905644 47.6595048, -122.2905378 47.6595005, -122.2905337 47.6595122, -122.2905017 47.6595071, -122.2905072 47.6594914, -122.290457 47.6594834, -122.2904515 47.6594989, -122.290421 47.659494, -122.2904139 47.6595142, -122.2903825 47.6595092, -122.290388 47.6594935, -122.2903378 47.6594855, -122.2903324 47.659501, -122.2903039 47.6594965, -122.2903466 47.6593745, -122.2904575 47.6593922, -122.2904629 47.659377, -122.2905745 47.6593949, -122.2905803 47.6593783, -122.2906923 47.6593963, -122.2906992 47.6593765, -122.2908097 47.6593941, -122.2907663 47.6595179))",POINT (-122.2905588545364 47.65944262410686),445.8
T,116,54453459,,yes,,,"POLYGON ((-122.2907562 47.6602607, -122.2906908 47.6603706, -122.2905847 47.6603418, -122.2905784 47.6603523, -122.2904804 47.6603257, -122.2904767 47.6603318, -122.2903625 47.6603008, -122.2903723 47.6602843, -122.290271 47.6602568, -122.2903292 47.660159, -122.2904315 47.6601867, -122.2904212 47.6602041, -122.2905235 47.6602318, -122.2905346 47.6602131, -122.2906464 47.6602434, -122.2906529 47.6602326, -122.2907562 47.6602607))",POINT (-122.2905139080612 47.66027007786995),422.6
X,117,54453461,,yes,,,"POLYGON ((-122.2910593 47.6595172, -122.2910308 47.6595123, -122.291036 47.6594985, -122.2909826 47.6594894, -122.2909768 47.6595048, -122.2909486 47.6595, -122.2909427 47.6595156, -122.2909121 47.6595103, -122.2909182 47.659494, -122.2908676 47.6594853, -122.2908619 47.6595005, -122.2908284 47.6594948, -122.2908704 47.659383, -122.2909792 47.6594016, -122.2909889 47.6593758, -122.2911049 47.6593956, -122.2910593 47.6595172))",POINT (-122.290969508405 47.65944457313468),221.5
R,118,54453462,,yes,,,"POLYGON ((-122.2915815 47.6604465, -122.2914485 47.6604062, -122.2914806 47.6603578, -122.2914904 47.6603608, -122.2915139 47.6603254, -122.2915555 47.660338, -122.2915677 47.6603195, -122.2916377 47.6603408, -122.2916486 47.6603243, -122.2917196 47.6603458, -122.2917088 47.6603621, -122.2917508 47.6603748, -122.2917251 47.6604135, -122.2917467 47.66042, -122.2917168 47.6604651, -122.2915939 47.6604278, -122.2915815 47.6604465))",POINT (-122.2916097866745 47.66038874657988),229.7
P,119,54453464,,yes,,,"POLYGON ((-122.2906269 47.6607092, -122.2909255 47.6607046, -122.2909261 47.6607224, -122.2910566 47.6607204, -122.291057 47.6607327, -122.291088 47.6607322, -122.2910876 47.6607225, -122.2911368 47.6607217, -122.2911371 47.6607303, -122.2912183 47.6607291, -122.2912224 47.6608496, -122.291189 47.6608501, -122.2911884 47.6608313, -122.291103 47.6608326, -122.2911036 47.660848, -122.2910416 47.6608489, -122.291041 47.6608315, -122.2909562 47.6608328, -122.2909567 47.6608487, -122.2909221 47.6608492, -122.2909216 47.6608333, -122.2908934 47.6608338, -122.2908928 47.6608153, -122.2908099 47.6608166, -122.2908104 47.660832, -122.29075 47.660833, -122.2907494 47.6608151, -122.2906645 47.6608164, -122.2906652 47.6608347, -122.2906312 47.6608353, -122.2906269 47.6607092))",POINT (-122.2909224383563 47.66077384537137),569.9
M,120,54453465,,yes,,,"POLYGON ((-122.2920641 47.6608495, -122.2918009 47.6607749, -122.2918293 47.6607292, -122.2918502 47.6607352, -122.2918762 47.6606934, -122.2919158 47.6607046, -122.2919233 47.6606926, -122.2920657 47.660733, -122.2920584 47.6607447, -122.2921047 47.6607578, -122.2920814 47.6607953, -122.2920954 47.6607992, -122.2920641 47.6608495))",POINT (-122.2919629201871 47.66076674569003),229.1
U,121,54453467,,yes,,,"POLYGON ((-122.2905605 47.6601169, -122.2902891 47.660043, -122.2903531 47.6599357, -122.2904013 47.6599489, -122.2903975 47.6599552, -122.2904305 47.6599641, -122.2904347 47.659957, -122.2904716 47.6599671, -122.2904674 47.6599742, -122.2904955 47.6599818, -122.2904988 47.6599763, -122.290541 47.6599878, -122.2905375 47.6599938, -122.2905641 47.6600011, -122.2905681 47.6599944, -122.2906053 47.6600045, -122.2906005 47.6600127, -122.2906196 47.6600179, -122.2905605 47.6601169))",POINT (-122.2904553667936 47.66002742654895),275.3
,122,54453468,,yes,,,"POLYGON ((-122.2929841 47.6595385, -122.2933859 47.6594356, -122.2934088 47.6594766, -122.2932447 47.6595186, -122.2933101 47.6596353, -122.2933284 47.6596307, -122.2933511 47.6596712, -122.2933259 47.6596776, -122.2933343 47.6596925, -122.2931018 47.6597521, -122.2930716 47.6596982, -122.2929989 47.6597168, -122.2929426 47.6596163, -122.293017 47.6595973, -122.2929841 47.6595385))",POINT (-122.2931621682502 47.65960585317414),625.8
Y,123,54453471,,yes,,,"POLYGON ((-122.291309 47.6597831, -122.2913769 47.65991, -122.2912364 47.6599443, -122.2912205 47.6599145, -122.2910752 47.65995, -122.2910678 47.6599361, -122.2909297 47.6599698, -122.290911 47.6599348, -122.2908792 47.6599425, -122.2908607 47.6599079, -122.2908949 47.6598995, -122.2908723 47.6598574, -122.2910137 47.6598229, -122.2910221 47.6598386, -122.2910512 47.6598315, -122.2910613 47.6598504, -122.2911697 47.6598239, -122.2911753 47.6598344, -122.2912865 47.6598073, -122.2912776 47.6597907, -122.291309 47.6597831))",POINT (-122.2911187945554 47.65988436407689),438.0
V,124,54453472,,yes,,,"POLYGON ((-122.2905963 47.6599029, -122.2904881 47.6598792, -122.2904959 47.659863, -122.2903877 47.6598393, -122.2903961 47.6598217, -122.2902877 47.6597979, -122.2903393 47.6596904, -122.290447 47.659714, -122.2904399 47.6597288, -122.2905511 47.6597531, -122.2905445 47.6597668, -122.2906504 47.65979, -122.2905963 47.6599029))",POINT (-122.2904700367793 47.6597961338347),330.4
Conibear Shellhouse Annex,125,54457671,,yes,,,"POLYGON ((-122.2993733 47.6526618, -122.2991029 47.6525527, -122.2992085 47.6524226, -122.299482 47.6525283, -122.2994424 47.6526053, -122.2993733 47.6526618))",POINT (-122.2992967084972 47.6525433712259),408.1
,126,54457680,,yes,,,"POLYGON ((-122.2997913 47.6487908, -122.2994974 47.6486226, -122.2996682 47.6484873, -122.2998568 47.6485953, -122.2998796 47.6485773, -122.299907 47.6485556, -122.2997139 47.648445, -122.2998862 47.6483085, -122.3000887 47.6484244, -122.3000613 47.6484461, -122.300162 47.6485038, -122.3000152 47.6486201, -122.299957 47.6485867, -122.2999309 47.6486074, -122.2999064 47.6486269, -122.2999597 47.6486574, -122.2997913 47.6487908))",POINT (-122.2998370042502 47.6485528144324),1164.8
Conibear Shellhouse,127,54457682,,yes,,,"POLYGON ((-122.2994622 47.6531063, -122.2994544 47.6528033, -122.2994679 47.6528032, -122.2994651 47.6526916, -122.2995924 47.6526901, -122.2995928 47.6527092, -122.2997953 47.6527068, -122.2997947 47.6526805, -122.2998527 47.6526798, -122.2998526 47.6526751, -122.2998972 47.6526746, -122.2998974 47.6526808, -122.2999517 47.6526802, -122.2999548 47.6527997, -122.2998948 47.6528004, -122.2998968 47.6528787, -122.3001144 47.6528762, -122.3001156 47.6529226, -122.3001101 47.6529226, -122.3001121 47.6530002, -122.3001174 47.6530001, -122.3001186 47.6530454, -122.3000064 47.6530467, -122.3000078 47.6530999, -122.2994622 47.6531063))",POINT (-122.2997462568572 47.65290988463084),1897.1
Canoe House,128,54457692,,university,,,"POLYGON ((-122.3003092 47.6479279, -122.3001556 47.6479555, -122.2999633 47.64799, -122.2998289 47.6476502, -122.3001747 47.6475881, -122.3003092 47.6479279))",POINT (-122.3000690318697 47.6477890629391),1050.6
Cunningham Hall,129,54675151,,university,,,"POLYGON ((-122.3112508 47.6571803, -122.311074 47.6571778, -122.3109062 47.6571754, -122.3109034 47.6572671, -122.3112479 47.657272, -122.3112508 47.6571803))",POINT (-122.3110770755198 47.65722370128658),263.8
,130,56008694,,parking,,,"POLYGON ((-122.3048728 47.6587851, -122.3046111 47.6589039, -122.3046123 47.6588409, -122.304611 47.6586486, -122.3048857 47.6586645, -122.3048728 47.6587851))",POINT (-122.3047291308889 47.65875250002686),416.6
Cyclotron Building,131,56008695,,university,,,"POLYGON ((-122.3031692 47.6599395, -122.3032791 47.6598946, -122.3032005 47.6598073, -122.3032527 47.659786, -122.3029961 47.659501, -122.302834 47.6595672, -122.3031692 47.6599395))",POINT (-122.3030676826227 47.6597104432858),636.8
Lewis Hall,132,56008700,,university,,,"POLYGON ((-122.305267 47.6588406, -122.3051439 47.6587523, -122.3051775 47.658731, -122.3051687 47.6587247, -122.3051929 47.6587093, -122.3052125 47.6586968, -122.3052229 47.6587042, -122.3052461 47.6586894, -122.3053293 47.6587491, -122.3053387 47.6587431, -122.3053628 47.6587455, -122.3053876 47.6587633, -122.3053881 47.6587809, -122.305406 47.6587938, -122.3054339 47.658776, -122.305461 47.6587954, -122.305486 47.6588133, -122.3054595 47.6588302, -122.3054759 47.6588419, -122.305501 47.6588398, -122.3055241 47.6588564, -122.305523 47.6588707, -122.3055171 47.6588744, -122.3056127 47.658943, -122.3055757 47.6589666, -122.3055856 47.6589737, -122.3055646 47.6589871, -122.305545 47.6589995, -122.3055363 47.6589933, -122.3054995 47.6590167, -122.3054226 47.6589615, -122.30538 47.658931, -122.3053582 47.6589302, -122.3052715 47.6589854, -122.3051754 47.6589165, -122.3052696 47.6588565, -122.305267 47.6588406))",POINT (-122.3053641890889 47.65886277023797),596.5
Clark Hall,133,56008702,,university,,,"POLYGON ((-122.3048175 47.6576847, -122.3048035 47.6576707, -122.304652 47.6576403, -122.3046449 47.6576389, -122.3046832 47.6575448, -122.3048465 47.6575821, -122.3048589 47.6575779, -122.3048709 47.6575738, -122.304935 47.6574225, -122.3049827 47.6574324, -122.3049843 47.6574262, -122.3050066 47.6574309, -122.3050329 47.6574366, -122.3050303 47.6574416, -122.3050826 47.6574551, -122.3050349 47.6575716, -122.3050496 47.6575751, -122.3050536 47.6575874, -122.3050458 47.6576035, -122.3050305 47.6576093, -122.3050223 47.6576081, -122.305011 47.6576274, -122.3050477 47.6576367, -122.3050374 47.6576593, -122.3050264 47.6576887, -122.304987 47.6576819, -122.3049811 47.6576992, -122.3049875 47.6577009, -122.3049952 47.6577156, -122.3049893 47.6577329, -122.3049659 47.6577406, -122.304953 47.6577377, -122.3049009 47.6578591, -122.3048523 47.6578499, -122.3048489 47.6578592, -122.3048245 47.6578542, -122.3048003 47.6578493, -122.3048037 47.6578394, -122.3047587 47.6578301, -122.3047628 47.6578201, -122.3048136 47.6576944, -122.3048175 47.6576847))",POINT (-122.3048905554464 47.65763537041236),740.1
Aerodynamics Laboratory,134,58064836,,university,,,"POLYGON ((-122.3054928 47.6540584, -122.3054909 47.6540971, -122.3054894 47.6541265, -122.3054804 47.654309, -122.3054073 47.6543074, -122.3054091 47.6542709, -122.3053835 47.6542704, -122.3053941 47.6540562, -122.3054928 47.6540584))",POINT (-122.3054388837972 47.65417844003332),198.8
W10,135,65498556,,parking,,,"POLYGON ((-122.3157944 47.654777, -122.316438 47.6549238, -122.3164257 47.6552835, -122.3157775 47.6552734, -122.3157944 47.654777))",POINT (-122.3160917117749 47.65506233388874),2316.9
N22,136,65504605,,parking,,,"POLYGON ((-122.3053987 47.6563668, -122.305347 47.6564656, -122.3052221 47.6565461, -122.3050157 47.656568, -122.3048032 47.6564234, -122.3047468 47.6563851, -122.3046924 47.6561326, -122.3048581 47.6560191, -122.3051195 47.6561872, -122.3053987 47.6563668))",POINT (-122.3050119596164 47.65632024200162),1877.9
University Professional Building,137,82699415,,yes,,,"POLYGON ((-122.3133979 47.6575371, -122.3134023 47.6573924, -122.3137902 47.6573978, -122.3137858 47.6575424, -122.3133979 47.6575371))",POINT (-122.3135940276652 47.65746742459743),468.4
Kaplan,138,82699416,,yes,,,"POLYGON ((-122.3137252 47.6576897, -122.3133582 47.6576841, -122.3133619 47.6575722, -122.3133799 47.6575725, -122.3136066 47.6575759, -122.3137896 47.6575787, -122.313786 47.6576876, -122.3137253 47.6576867, -122.3137252 47.6576897))",POINT (-122.3135732211667 47.65763118652201),398.1
,139,82699417,,yes,,,"POLYGON ((-122.3133727 47.657795, -122.3133455 47.6577946, -122.3133485 47.6576853, -122.3133582 47.6576841, -122.3137252 47.6576897, -122.3137214 47.6577993, -122.3133727 47.657795))",POINT (-122.3135348785691 47.65774188845096),346.0
