o_zone_id,o_zone_name,d_zone_id,d_zone_name,accessibility,volume,geometry
3,A3,20,D5,1.7488967939353657,0.0,"LINESTRING (-122.3045975 47.6619336,-122.2894249 47.6520183)"
3,A3,21,E1,1.926433590887615,0.1561945526134639,"LINESTRING (-122.3045975 47.6619336,-122.3194636 47.6486067)"
3,A3,22,E2,1.3070983566993633,0.12079108517733443,"LINESTRING (-122.3045975 47.6619336,-122.3100719 47.6495426)"
3,A3,23,E3,1.2478485595496145,0.3111333264216684,"LINESTRING (-122.3045975 47.6619336,-122.3043097 47.6490044)"
3,A3,24,E4,1.3556616063036055,0.007288286447176031,"LINESTRING (-122.3045975 47.6619336,-122.2998932 47.6486949)"
3,A3,25,E5,1.944007118373979,0.0,"LINESTRING (-122.3045975 47.6619336,-122.2894249 47.6486783)"
3,A3,26,Gate1,2.1949680954993767,41.14756673683482,"LINESTRING (-122.3045975 47.6619336,-122.3263749 47.6553592)"
3,A3,27,Gate2,0.3345307942823747,195.8880847454283,"LINESTRING (-122.3045975 47.6619336,-122.3042049 47.6653783)"
3,A3,28,Gate3,2.2675987128173998,7.192070459292784,"LINESTRING (-122.3045975 47.6619336,-122.282035 47.6553592)"
3,A3,29,Gate4,1.6015670067744505,138.86960466102883,"LINESTRING (-122.3045975 47.6619336,-122.3042049 47.64534)"
4,A4,1,A1,1.9988433880050254,0.3386125046927486,"LINESTRING (-122.297502 47.6621496,-122.3182165 47.6619451)"
4,A4,2,A2,1.4027344308116296,0.5894037239382289,"LINESTRING (-122.297502 47.6621496,-122.3120394 47.6620739)"
4,A4,3,A3,0.6849629085726611,0.13414422510064397,"LINESTRING (-122.297502 47.6621496,-122.3045975 47.6619336)"
4,A4,4,A4,0.0,0.0,"LINESTRING (-122.297502 47.6621496,-122.297502 47.6621496)"
4,A4,5,A5,0.7627824086140546,0.3225738451665829,"LINESTRING (-122.297502 47.6621496,-122.2895982 47.6619935)"
4,A4,6,B1,2.052030720089027,0.2953544193160408,"LINESTRING (-122.297502 47.6621496,-122.3184912 47.6587249)"
4,A4,7,B2,1.4213541807945655,0.21708100091513535,"LINESTRING (-122.297502 47.6621496,-122.3118111 47.6586508)"
4,A4,8,B3,0.7785411770442032,0.15927335106794802,"LINESTRING (-122.297502 47.6621496,-122.3046924 47.6584889)"
4,A4,9,B4,0.3178490186548417,0.5331036327935305,"LINESTRING (-122.297502 47.6621496,-122.2975099 47.6588555)"
4,A4,10,B5,0.8231495315824997,0.2003992121553305,"LINESTRING (-122.297502 47.6621496,-122.289528 47.6591177)"
4,A4,11,C1,2.130402256064728,0.17449336667598875,"LINESTRING (-122.297502 47.6621496,-122.3185369 47.6554401)"
4,A4,12,C2,1.5205281393612722,0.335909404404878,"LINESTRING (-122.297502 47.6621496,-122.3117603 47.6554393)"
4,A4,13,C3,0.9483183815595987,0.9016519163974784,"LINESTRING (-122.297502 47.6621496,-122.3046049 47.6553569)"
4,A4,14,C4,0.6674301192427987,0.48737988709306623,"LINESTRING (-122.297502 47.6621496,-122.2990484 47.6554076)"
4,A4,15,C5,1.1605702422021589,0.005989417994789331,"LINESTRING (-122.297502 47.6621496,-122.2870025 47.6562818)"
4,A4,16,D1,2.3311973477502304,0.13040188812593473,"LINESTRING (-122.297502 47.6621496,-122.3194182 47.6519817)"
4,A4,17,D2,1.650532781505809,0.1935876995471794,"LINESTRING (-122.297502 47.6621496,-122.3114752 47.6522827)"
4,A4,18,D3,1.1997656215939567,0.314500949077508,"LINESTRING (-122.297502 47.6621496,-122.3047238 47.6520277)"
4,A4,19,D4,0.9721213845125972,0.1211496811241316,"LINESTRING (-122.297502 47.6621496,-122.2999068 47.652366)"
4,A4,20,D5,1.2502131859730208,0.0,"LINESTRING (-122.297502 47.6621496,-122.2894249 47.6520183)"
4,A4,21,E1,2.489589378518253,0.15320778714447011,"LINESTRING (-122.297502 47.6621496,-122.3194636 47.6486067)"
4,A4,22,E2,1.717787991131562,0.12068368365608215,"LINESTRING (-122.297502 47.6621496,-122.3100719 47.6495426)"
4,A4,23,E3,1.4283760507923278,0.3206672974494958,"LINESTRING (-122.297502 47.6621496,-122.3043097 47.6490044)"
4,A4,24,E4,1.3185892413465246,0.00774054997228575,"LINESTRING (-122.297502 47.6621496,-122.2998932 47.6486949)"
4,A4,25,E5,1.5155814344883933,0.0,"LINESTRING (-122.297502 47.6621496,-122.2894249 47.6486783)"
4,A4,26,Gate1,2.8619552454005714,39.84147506328622,"LINESTRING (-122.297502 47.6621496,-122.3263749 47.6553592)"
4,A4,27,Gate2,0.7178902061974028,194.45647734363587,"LINESTRING (-122.297502 47.6621496,-122.3042049 47.6653783)"
4,A4,28,Gate3,1.6299041907003957,8.273927927111687,"LINESTRING (-122.297502 47.6621496,-122.282035 47.6553592)"
4,A4,29,Gate4,1.746152346235808,143.89913309441823,"LINESTRING (-122.297502 47.6621496,-122.3042049 47.64534)"
5,A5,1,A1,2.761383787686536,0.3524068361210279,"LINESTRING (-122.2895982 47.6619935,-122.3182165 47.6619451)"
5,A5,2,A2,2.1653631243996436,0.6120478062335515,"LINESTRING (-122.2895982 47.6619935,-122.3120394 47.6620739)"
5,A5,3,A3,1.4472912732391896,0.13843114851019897,"LINESTRING (-122.2895982 47.6619935,-122.3045975 47.6619336)"
5,A5,4,A4,0.7627824086140546,1.6025171784665575,"LINESTRING (-122.2895982 47.6619935,-122.297502 47.6621496)"
5,A5,5,A5,0.0,0.0,"LINESTRING (-122.2895982 47.6619935,-122.2895982 47.6619935)"
5,A5,6,B1,2.8056663231931953,0.3077870909513883,"LINESTRING (-122.2895982 47.6619935,-122.3184912 47.6587249)"
5,A5,7,B2,2.1674470370587566,0.22593513994351885,"LINESTRING (-122.2895982 47.6619935,-122.3118111 47.6586508)"
5,A5,8,B3,1.495179064275526,0.16560567227533915,"LINESTRING (-122.2895982 47.6619935,-122.3046924 47.6584889)"
5,A5,9,B4,0.8212562280685674,0.5656622704247181,"LINESTRING (-122.2895982 47.6619935,-122.2975099 47.6588555)"
5,A5,10,B5,0.2775684050480055,0.2519787988279407,"LINESTRING (-122.2895982 47.6619935,-122.289528 47.6591177)"
5,A5,11,C1,2.862991958081389,0.18237275423655006,"LINESTRING (-122.2895982 47.6619935,-122.3185369 47.6554401)"
5,A5,12,C2,2.229974357975009,0.35146375422450704,"LINESTRING (-122.2895982 47.6619935,-122.3117603 47.6554393)"
5,A5,13,C3,1.5832782290882919,0.9496209060062851,"LINESTRING (-122.2895982 47.6619935,-122.3046049 47.6553569)"
5,A5,14,C4,1.1114402356008715,0.5255349580610684,"LINESTRING (-122.2895982 47.6619935,-122.2990484 47.6554076)"
5,A5,15,C5,0.6053657302801374,0.00747442135374358,"LINESTRING (-122.2895982 47.6619935,-122.2870025 47.6562818)"
5,A5,16,D1,3.035169186671805,0.1368575380148876,"LINESTRING (-122.2895982 47.6619935,-122.3194182 47.6519817)"
5,A5,17,D2,2.3095262276224555,0.20400432297295626,"LINESTRING (-122.2895982 47.6619935,-122.3114752 47.6522827)"
5,A5,18,D3,1.7477754789690823,0.33570847719188995,"LINESTRING (-122.2895982 47.6619935,-122.3047238 47.6520277)"
5,A5,19,D4,1.3610142036636166,0.13197975370368561,"LINESTRING (-122.2895982 47.6619935,-122.2999068 47.652366)"
5,A5,20,D5,0.9626538857785832,0.0,"LINESTRING (-122.2895982 47.6619935,-122.2894249 47.6520183)"
5,A5,21,E1,3.157957495017289,0.16158240833323487,"LINESTRING (-122.2895982 47.6619935,-122.3194636 47.6486067)"
5,A5,22,E2,2.312131662686498,0.12829234990963603,"LINESTRING (-122.2895982 47.6619935,-122.3100719 47.6495426)"
5,A5,23,E3,1.8936231048641496,0.3464454212564121,"LINESTRING (-122.2895982 47.6619935,-122.3043097 47.6490044)"
5,A5,24,E4,1.622757648268275,0.008542847324080505,"LINESTRING (-122.2895982 47.6619935,-122.2998932 47.6486949)"
5,A5,25,E5,1.2848940370093258,0.0,"LINESTRING (-122.2895982 47.6619935,-122.2894249 47.6486783)"
5,A5,26,Gate1,3.6058575601273186,41.6363259833749,"LINESTRING (-122.2895982 47.6619935,-122.3263749 47.6553592)"
5,A5,27,Gate2,1.44674697467555,201.68952116701152,"LINESTRING (-122.2895982 47.6619935,-122.3042049 47.6653783)"
5,A5,28,Gate3,0.9707570137220825,10.43049881587163,"LINESTRING (-122.2895982 47.6619935,-122.282035 47.6553592)"
5,A5,29,Gate4,2.13741432150285,157.13877789534757,"LINESTRING (-122.2895982 47.6619935,-122.3042049 47.64534)"
6,B1,1,A1,0.3118485066084304,0.7195828846397347,"LINESTRING (-122.3184912 47.6587249,-122.3182165 47.6619451)"
6,B1,2,A2,0.7014075407286375,1.083980515803239,"LINESTRING (-122.3184912 47.6587249,-122.3120394 47.6620739)"
6,B1,3,A3,1.3758912224171882,0.20217634621120267,"LINESTRING (-122.3184912 47.6587249,-122.3045975 47.6619336)"
6,B1,4,A4,2.052030720089027,1.9390129038801325,"LINESTRING (-122.3184912 47.6587249,-122.297502 47.6621496)"
6,B1,5,A5,2.8056663231931953,0.4067373775099075,"LINESTRING (-122.3184912 47.6587249,-122.2895982 47.6619935)"
6,B1,6,B1,0.0,0.0,"LINESTRING (-122.3184912 47.6587249,-122.3184912 47.6587249)"
6,B1,7,B2,0.6446080323997384,0.40374504916601256,"LINESTRING (-122.3184912 47.6587249,-122.3118111 47.6586508)"
6,B1,8,B3,1.3316421636935827,0.2449402702504014,"LINESTRING (-122.3184912 47.6587249,-122.3046924 47.6584889)"
6,B1,9,B4,2.024522681515475,0.692926228042881,"LINESTRING (-122.3184912 47.6587249,-122.2975099 47.6588555)"
6,B1,10,B5,2.7949180141161554,0.25531404303551675,"LINESTRING (-122.3184912 47.6587249,-122.289528 47.6591177)"
6,B1,11,C1,0.3169740108738329,0.3769837736147506,"LINESTRING (-122.3184912 47.6587249,-122.3185369 47.6554401)"
6,B1,12,C2,0.7227099842755902,0.6257857403726321,"LINESTRING (-122.3184912 47.6587249,-122.3117603 47.6554393)"
6,B1,13,C3,1.37873405646867,1.412281299844031,"LINESTRING (-122.3184912 47.6587249,-122.3046049 47.6553569)"
6,B1,14,C4,1.9031478759254299,0.6821522073174874,"LINESTRING (-122.3184912 47.6587249,-122.2990484 47.6554076)"
6,B1,15,C5,3.0474768558939966,0.007750485593335447,"LINESTRING (-122.3184912 47.6587249,-122.2870025 47.6562818)"
6,B1,16,D1,0.6567644404488793,0.2734370502941737,"LINESTRING (-122.3184912 47.6587249,-122.3194182 47.6519817)"
6,B1,17,D2,0.9190666897281703,0.35658394394405685,"LINESTRING (-122.3184912 47.6587249,-122.3114752 47.6522827)"
6,B1,18,D3,1.477255538818205,0.5036358344877631,"LINESTRING (-122.3184912 47.6587249,-122.3047238 47.6520277)"
6,B1,19,D4,1.8952721494585498,0.1775558749833992,"LINESTRING (-122.3184912 47.6587249,-122.2999068 47.652366)"
6,B1,20,D5,2.8782957587327838,0.0,"LINESTRING (-122.3184912 47.6587249,-122.2894249 47.6520183)"
6,B1,21,E1,0.9807969876178557,0.31267537735556433,"LINESTRING (-122.3184912 47.6587249,-122.3194636 47.6486067)"
6,B1,22,E2,1.202063146981607,0.21548813983385418,"LINESTRING (-122.3184912 47.6587249,-122.3100719 47.6495426)"
6,B1,23,E3,1.6589640144863333,0.5170851309837708,"LINESTRING (-122.3184912 47.6587249,-122.3043097 47.6490044)"
6,B1,24,E4,2.038857946161559,0.01168518686567292,"LINESTRING (-122.3184912 47.6587249,-122.2998932 47.6486949)"
6,B1,25,E5,2.9674143192884315,0.0,"LINESTRING (-122.3184912 47.6587249,-122.2894249 47.6486783)"
6,B1,26,Gate1,0.8271191376297469,87.28497560794426,"LINESTRING (-122.3184912 47.6587249,-122.3263749 47.6553592)"
6,B1,27,Gate2,1.5206468931161927,288.765987151954,"LINESTRING (-122.3184912 47.6587249,-122.3042049 47.6653783)"
6,B1,28,Gate3,3.5326194813565923,10.72699890784395,"LINESTRING (-122.3184912 47.6587249,-122.282035 47.6553592)"
6,B1,29,Gate4,1.8889675384266194,234.89364206968466,"LINESTRING (-122.3184912 47.6587249,-122.3042049 47.64534)"
7,B2,1,A1,0.6950125771649122,0.6997860071853612,"LINESTRING (-122.3118111 47.6586508,-122.3182165 47.6619451)"
7,B2,2,A2,0.33102577091767654,1.1930046485592243,"LINESTRING (-122.3118111 47.6586508,-122.3120394 47.6620739)"
7,B2,3,A3,0.7647214514418756,0.2284509215467709,"LINESTRING (-122.3118111 47.6586508,-122.3045975 47.6619336)"
7,B2,4,A4,1.4213541807945655,2.1866199252458958,"LINESTRING (-122.3118111 47.6586508,-122.297502 47.6621496)"
7,B2,5,A5,2.1674470370587566,0.4581015126213132,"LINESTRING (-122.3118111 47.6586508,-122.2895982 47.6619935)"
7,B2,6,B1,0.6446080323997384,0.619471698879033,"LINESTRING (-122.3118111 47.6586508,-122.3184912 47.6587249)"
7,B2,7,B2,0.0,0.0,"LINESTRING (-122.3118111 47.6586508,-122.3118111 47.6586508)"
7,B2,8,B3,0.6870567673922752,0.27832617323170894,"LINESTRING (-122.3118111 47.6586508,-122.3046924 47.6584889)"
7,B2,9,B4,1.3800562729930894,0.7829880223036428,"LINESTRING (-122.3118111 47.6586508,-122.2975099 47.6588555)"
7,B2,10,B5,2.1505644200407823,0.28779590507621944,"LINESTRING (-122.3118111 47.6586508,-122.289528 47.6591177)"
7,B2,11,C1,0.7191264105152947,0.3656268761843504,"LINESTRING (-122.3118111 47.6586508,-122.3185369 47.6554401)"
7,B2,12,C2,0.30992055693369996,0.6936553899483723,"LINESTRING (-122.3118111 47.6586508,-122.3117603 47.6554393)"
7,B2,13,C3,0.7645172898675434,1.5964921656601871,"LINESTRING (-122.3118111 47.6586508,-122.3046049 47.6553569)"
7,B2,14,C4,1.2706098466187479,0.7700038624168098,"LINESTRING (-122.3118111 47.6586508,-122.2990484 47.6554076)"
7,B2,15,C5,2.4046668490642276,0.008730472377676513,"LINESTRING (-122.3118111 47.6586508,-122.2870025 47.6562818)"
7,B2,16,D1,0.9761512340416515,0.2701888909079981,"LINESTRING (-122.3118111 47.6586508,-122.3194182 47.6519817)"
7,B2,17,D2,0.6153150354339232,0.3865324854175523,"LINESTRING (-122.3118111 47.6586508,-122.3114752 47.6522827)"
7,B2,18,D3,0.9359794382140687,0.5627399767080071,"LINESTRING (-122.3118111 47.6586508,-122.3047238 47.6520277)"
7,B2,19,D4,1.2988926990898246,0.1994288084785964,"LINESTRING (-122.3118111 47.6586508,-122.2999068 47.652366)"
7,B2,20,D5,2.2528506628290597,0.0,"LINESTRING (-122.3118111 47.6586508,-122.2894249 47.6520183)"
7,B2,21,E1,1.2183938043962002,0.31320657054678985,"LINESTRING (-122.3118111 47.6586508,-122.3194636 47.6486067)"
7,B2,22,E2,0.8947329182409911,0.2331945712127638,"LINESTRING (-122.3118111 47.6586508,-122.3100719 47.6495426)"
7,B2,23,E3,1.1790909197181365,0.5721042345448046,"LINESTRING (-122.3118111 47.6586508,-122.3043097 47.6490044)"
7,B2,24,E4,1.4984154065697668,0.01301648097419947,"LINESTRING (-122.3118111 47.6586508,-122.2998932 47.6486949)"
7,B2,25,E5,2.364676105905338,0.0,"LINESTRING (-122.3118111 47.6586508,-122.2894249 47.6486783)"
7,B2,26,Gate1,1.440710945569415,82.9193116747887,"LINESTRING (-122.3118111 47.6586508,-122.3263749 47.6553592)"
7,B2,27,Gate2,0.9797993385799502,322.52867237776036,"LINESTRING (-122.3118111 47.6586508,-122.3042049 47.6653783)"
7,B2,28,Gate3,2.8905941498067658,12.073401256366516,"LINESTRING (-122.3118111 47.6586508,-122.282035 47.6553592)"
7,B2,29,Gate4,1.479261535557136,257.15440636136907,"LINESTRING (-122.3118111 47.6586508,-122.3042049 47.64534)"
8,B3,1,A1,1.3468844457255853,0.3481610574092317,"LINESTRING (-122.3046924 47.6584889,-122.3182165 47.6619451)"
8,B3,2,A2,0.7888092156554903,0.6053819708487753,"LINESTRING (-122.3046924 47.6584889,-122.3120394 47.6620739)"
8,B3,3,A3,0.3325116971049297,0.13381298084234497,"LINESTRING (-122.3046924 47.6584889,-122.3045975 47.6619336)"
8,B3,4,A4,0.7785411770442032,1.3083476862677332,"LINESTRING (-122.3046924 47.6584889,-122.297502 47.6621496)"
8,B3,5,A5,1.495179064275526,0.27383043642552723,"LINESTRING (-122.3046924 47.6584889,-122.2895982 47.6619935)"
8,B3,6,B1,1.3316421636935827,0.30648062175348734,"LINESTRING (-122.3046924 47.6584889,-122.3184912 47.6587249)"
8,B3,7,B2,0.6870567673922752,0.226977399355016,"LINESTRING (-122.3046924 47.6584889,-122.3118111 47.6586508)"
8,B3,8,B3,0.0,0.0,"LINESTRING (-122.3046924 47.6584889,-122.3046924 47.6584889)"
8,B3,9,B4,0.6939382266306828,0.47180373166392353,"LINESTRING (-122.3046924 47.6584889,-122.2975099 47.6588555)"
8,B3,10,B5,1.4644711996765034,0.17236752665650668,"LINESTRING (-122.3046924 47.6584889,-122.289528 47.6591177)"
8,B3,11,C1,1.3678592531892508,0.18204667942291025,"LINESTRING (-122.3046924 47.6584889,-122.3185369 47.6554401)"
8,B3,12,C2,0.7427550552371973,0.35303205385668457,"LINESTRING (-122.3046924 47.6584889,-122.3117603 47.6554393)"
8,B3,13,C3,0.3023240864607201,0.9403686658229317,"LINESTRING (-122.3046924 47.6584889,-122.3046049 47.6553569)"
8,B3,14,C4,0.6204630354218751,0.46220223762892443,"LINESTRING (-122.3046924 47.6584889,-122.2990484 47.6554076)"
8,B3,15,C5,1.720131791955849,0.005222732461917299,"LINESTRING (-122.3046924 47.6584889,-122.2870025 47.6562818)"
8,B3,16,D1,1.5534355195746847,0.13620027804235565,"LINESTRING (-122.3046924 47.6584889,-122.3194182 47.6519817)"
8,B3,17,D2,0.8870954357313862,0.2027094732463672,"LINESTRING (-122.3046924 47.6584889,-122.3114752 47.6522827)"
8,B3,18,D3,0.6234453557128431,0.32204433875669974,"LINESTRING (-122.3046924 47.6584889,-122.3047238 47.6520277)"
