name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
Montlake Boulevard Northeast,0,4636201,0,1483,,13.556060795222248,4,30,,primary,3,"LINESTRING (-122.3046164 47.6478106, -122.3046138 47.6476887)",auto;bike;walk,0
,1,4637378,5,7,,238.49554766657766,1,59,,motorway,1,"LINESTRING (-122.3223299 47.6562897, -122.3222072 47.6567558, -122.3220941 47.6573678, -122.3219713 47.6584193)",auto;walk,0
,2,4637399,7,6771,,565.5885516901682,1,59,,motorway,1,"LINESTRING (-122.3219713 47.6584193, -122.3219814 47.6587537, -122.3217984 47.6611043, -122.3217811 47.6612852, -122.321765 47.6613972, -122.3217463 47.6614878, -122.3217225 47.6615849, -122.321691 47.661681, -122.3216519 47.6617758, -122.3216053 47.6618691, -122.3215513 47.6619605, -122.3210439 47.6627489, -122.3210067 47.6628202, -122.3209766 47.662893, -122.3209537 47.662967, -122.3209381 47.6630419, -122.32093 47.6631173, -122.320896 47.6634)",auto;walk,0
,3,4637401,8,9,,65.70512725274571,2,59,,motorway,1,"LINESTRING (-122.3216691 47.6598573, -122.3216138 47.659932, -122.3215754 47.6599803, -122.3215225 47.6600302, -122.321467 47.6600791, -122.3211533 47.6603323)",auto;walk,0
,4,4637402,7,8,,162.01898336664829,2,59,,motorway,1,"LINESTRING (-122.3219713 47.6584193, -122.3218927 47.6587447, -122.3217865 47.6595444, -122.3217735 47.6596253, -122.3217493 47.6597052, -122.3217161 47.6597794, -122.3216691 47.6598573)",auto;walk,0
Ship Canal Bridge,5,4644156,993,6772,,869.9423117179635,4,60,,motorway,1,"LINESTRING (-122.3226393 47.6570102, -122.3226013 47.6561808, -122.322585 47.6556797, -122.3226684 47.6511594, -122.3226994 47.64922, -122.3227 47.6491876)",auto,0
,6,4644164,15,4040,,38.66779435589986,2,59,,motorway,1,"LINESTRING (-122.3214226 47.6573538, -122.3213589 47.6573961, -122.3212872 47.6574238, -122.321164 47.6574636, -122.3210383 47.6574874, -122.3209629 47.6574978)",auto;walk,1
,7,4644164,4040,15,,38.66779435589986,1,59,,motorway,1,"LINESTRING (-122.3209629 47.6574978, -122.3210383 47.6574874, -122.321164 47.6574636, -122.3212872 47.6574238, -122.3213589 47.6573961, -122.3214226 47.6573538)",auto;walk,1
,8,4644164,4040,12,,9.867420017253984,2,59,,motorway,1,"LINESTRING (-122.3209629 47.6574978, -122.3208338 47.6575155)",auto;walk,1
,9,4644164,12,4040,,9.867420017253984,1,59,,motorway,1,"LINESTRING (-122.3208338 47.6575155, -122.3209629 47.6574978)",auto;walk,1
Ship Canal Bridge,10,4644167,6773,1089,,75.2059776689409,4,60,,motorway,1,"LINESTRING (-122.3224162 47.6471, -122.3224048 47.6477763)",auto;walk,0
Ship Canal Bridge,11,4644167,1089,5,,946.7207294470426,4,60,,motorway,1,"LINESTRING (-122.3224048 47.6477763, -122.3224352 47.6492751, -122.3223482 47.6560075, -122.3223299 47.6562897)",auto;walk,0
,12,4644170,16,784,,159.65873893435156,1,59,,motorway,1,"LINESTRING (-122.3224548 47.6556961, -122.3223491 47.6560351, -122.3222443 47.6563216, -122.3221283 47.6565476, -122.3220115 47.6566937, -122.3217318 47.6570344)",auto;walk,1
