o_zone_id,o_zone_name,d_zone_id,d_zone_name,accessibility,geometry
18,D3,25,E5,1.5111526470387255,"LINESTRING (-122.3047238 47.6520277,-122.2894249 47.6486783)"
18,D3,26,Gate1,2.1137019652273725,"LINESTRING (-122.3047238 47.6520277,-122.3263749 47.6553592)"
18,D3,27,Gate2,1.2891754148889012,"LINESTRING (-122.3047238 47.6520277,-122.3042049 47.6653783)"
18,D3,28,Gate3,2.212715709739686,"LINESTRING (-122.3047238 47.6520277,-122.282035 47.6553592)"
18,D3,29,Gate4,0.6472344447415939,"LINESTRING (-122.3047238 47.6520277,-122.3042049 47.64534)"
19,D4,1,A1,1.9938791286598097,"LINESTRING (-122.2999068 47.652366,-122.3182165 47.6619451)"
19,D4,2,A2,1.4993054180431387,"LINESTRING (-122.2999068 47.652366,-122.3120394 47.6620739)"
19,D4,3,A3,1.0281629349421384,"LINESTRING (-122.2999068 47.652366,-122.3045975 47.6619336)"
19,D4,4,A4,0.9721213845125972,"LINESTRING (-122.2999068 47.652366,-122.297502 47.6621496)"
19,D4,5,A5,1.3610142036636166,"LINESTRING (-122.2999068 47.652366,-122.2895982 47.6619935)"
19,D4,6,B1,1.8952721494585498,"LINESTRING (-122.2999068 47.652366,-122.3184912 47.6587249)"
19,D4,7,B2,1.2988926990898246,"LINESTRING (-122.2999068 47.652366,-122.3118111 47.6586508)"
19,D4,8,B3,0.7498427242996718,"LINESTRING (-122.2999068 47.652366,-122.3046924 47.6584889)"
19,D4,9,B4,0.6675193683239176,"LINESTRING (-122.2999068 47.652366,-122.2975099 47.6588555)"
19,D4,10,B5,1.19471288503015,"LINESTRING (-122.2999068 47.652366,-122.289528 47.6591177)"
19,D4,11,C1,1.8219202113925552,"LINESTRING (-122.2999068 47.652366,-122.3185369 47.6554401)"
19,D4,12,C2,1.181559401721318,"LINESTRING (-122.2999068 47.652366,-122.3117603 47.6554393)"
19,D4,13,C3,0.537386108045943,"LINESTRING (-122.2999068 47.652366,-122.3046049 47.6553569)"
19,D4,14,C4,0.3049488606476789,"LINESTRING (-122.2999068 47.652366,-122.2990484 47.6554076)"
19,D4,15,C5,1.3012073454229702,"LINESTRING (-122.2999068 47.652366,-122.2870025 47.6562818)"
19,D4,16,D1,1.8830166049912112,"LINESTRING (-122.2999068 47.652366,-122.3194182 47.6519817)"
19,D4,17,D2,1.1162626187580214,"LINESTRING (-122.2999068 47.652366,-122.3114752 47.6522827)"
19,D4,18,D3,0.4659316876385913,"LINESTRING (-122.2999068 47.652366,-122.3047238 47.6520277)"
19,D4,19,D4,0.0,"LINESTRING (-122.2999068 47.652366,-122.2999068 47.652366)"
19,D4,20,D5,1.0119590138167263,"LINESTRING (-122.2999068 47.652366,-122.2894249 47.6520183)"
19,D4,21,E1,1.921573808414278,"LINESTRING (-122.2999068 47.652366,-122.3194636 47.6486067)"
19,D4,22,E2,1.0179558738230778,"LINESTRING (-122.2999068 47.652366,-122.3100719 47.6495426)"
19,D4,23,E3,0.5344954265960887,"LINESTRING (-122.2999068 47.652366,-122.3043097 47.6490044)"
19,D4,24,E4,0.3542274306882834,"LINESTRING (-122.2999068 47.652366,-122.2998932 47.6486949)"
19,D4,25,E5,1.072167534123219,"LINESTRING (-122.2999068 47.652366,-122.2894249 47.6486783)"
19,D4,26,Gate1,2.5701813360323427,"LINESTRING (-122.2999068 47.652366,-122.3263749 47.6553592)"
19,D4,27,Gate2,1.3222846106580701,"LINESTRING (-122.2999068 47.652366,-122.3042049 47.6653783)"
19,D4,28,Gate3,1.748472735868557,"LINESTRING (-122.2999068 47.652366,-122.282035 47.6553592)"
19,D4,29,Gate4,0.7947271754889376,"LINESTRING (-122.2999068 47.652366,-122.3042049 47.64534)"
20,D5,1,A1,2.93859127205427,"LINESTRING (-122.2894249 47.6520183,-122.3182165 47.6619451)"
20,D5,2,A2,2.388066362790561,"LINESTRING (-122.2894249 47.6520183,-122.3120394 47.6620739)"
20,D5,3,A3,1.7488967939353657,"LINESTRING (-122.2894249 47.6520183,-122.3045975 47.6619336)"
20,D5,4,A4,1.2502131859730208,"LINESTRING (-122.2894249 47.6520183,-122.297502 47.6621496)"
20,D5,5,A5,0.9626538857785832,"LINESTRING (-122.2894249 47.6520183,-122.2895982 47.6619935)"
20,D5,6,B1,2.8782957587327838,"LINESTRING (-122.2894249 47.6520183,-122.3184912 47.6587249)"
20,D5,7,B2,2.2528506628290597,"LINESTRING (-122.2894249 47.6520183,-122.3118111 47.6586508)"
20,D5,8,B3,1.6000020756852342,"LINESTRING (-122.2894249 47.6520183,-122.3046924 47.6584889)"
20,D5,9,B4,1.0216752761544725,"LINESTRING (-122.2894249 47.6520183,-122.2975099 47.6588555)"
20,D5,10,B5,0.6850951642821524,"LINESTRING (-122.2894249 47.6520183,-122.289528 47.6591177)"
20,D5,11,C1,2.8283514280520268,"LINESTRING (-122.2894249 47.6520183,-122.3185369 47.6554401)"
20,D5,12,C2,2.180275985308045,"LINESTRING (-122.2894249 47.6520183,-122.3117603 47.6554393)"
20,D5,13,C3,1.4997271727846495,"LINESTRING (-122.2894249 47.6520183,-122.3046049 47.6553569)"
20,D5,14,C4,0.9844751154893034,"LINESTRING (-122.2894249 47.6520183,-122.2990484 47.6554076)"
20,D5,15,C5,0.4731510995204015,"LINESTRING (-122.2894249 47.6520183,-122.2870025 47.6562818)"
20,D5,16,D1,2.894056710700234,"LINESTRING (-122.2894249 47.6520183,-122.3194182 47.6519817)"
20,D5,17,D2,2.127789577716383,"LINESTRING (-122.2894249 47.6520183,-122.3114752 47.6522827)"
20,D5,18,D3,1.476190306341923,"LINESTRING (-122.2894249 47.6520183,-122.3047238 47.6520277)"
20,D5,19,D4,1.0119590138167263,"LINESTRING (-122.2894249 47.6520183,-122.2999068 47.652366)"
20,D5,20,D5,0.0,"LINESTRING (-122.2894249 47.6520183,-122.2894249 47.6520183)"
20,D5,21,E1,2.917064337147931,"LINESTRING (-122.2894249 47.6520183,-122.3194636 47.6486067)"
20,D5,22,E2,2.006498886850648,"LINESTRING (-122.2894249 47.6520183,-122.3100719 47.6495426)"
20,D5,23,E3,1.4653779551059856,"LINESTRING (-122.2894249 47.6520183,-122.3043097 47.6490044)"
20,D5,24,E4,1.0597691013847879,"LINESTRING (-122.2894249 47.6520183,-122.2998932 47.6486949)"
20,D5,25,E5,0.32227660000082575,"LINESTRING (-122.2894249 47.6520183,-122.2894249 47.6486783)"
20,D5,26,Gate1,3.579848807346443,"LINESTRING (-122.2894249 47.6520183,-122.3263749 47.6553592)"
20,D5,27,Gate2,1.92240307961924,"LINESTRING (-122.2894249 47.6520183,-122.3042049 47.6653783)"
20,D5,28,Gate3,0.7825321379396443,"LINESTRING (-122.2894249 47.6520183,-122.282035 47.6553592)"
20,D5,29,Gate4,1.5649534487382284,"LINESTRING (-122.2894249 47.6520183,-122.3042049 47.64534)"
21,E1,1,A1,1.2926319069116976,"LINESTRING (-122.3194636 47.6486067,-122.3182165 47.6619451)"
21,E1,2,A2,1.4838222684107092,"LINESTRING (-122.3194636 47.6486067,-122.3120394 47.6620739)"
21,E1,3,A3,1.926433590887615,"LINESTRING (-122.3194636 47.6486067,-122.3045975 47.6619336)"
21,E1,4,A4,2.489589378518253,"LINESTRING (-122.3194636 47.6486067,-122.297502 47.6621496)"
21,E1,5,A5,3.157957495017289,"LINESTRING (-122.3194636 47.6486067,-122.2895982 47.6619935)"
21,E1,6,B1,0.9807969876178557,"LINESTRING (-122.3194636 47.6486067,-122.3184912 47.6587249)"
21,E1,7,B2,1.2183938043962002,"LINESTRING (-122.3194636 47.6486067,-122.3118111 47.6586508)"
21,E1,8,B3,1.7148198013257874,"LINESTRING (-122.3194636 47.6486067,-122.3046924 47.6584889)"
21,E1,9,B4,2.337764739311229,"LINESTRING (-122.3194636 47.6486067,-122.2975099 47.6588555)"
21,E1,10,B5,3.061364504416333,"LINESTRING (-122.3194636 47.6486067,-122.289528 47.6591177)"
21,E1,11,C1,0.6653912133090877,"LINESTRING (-122.3194636 47.6486067,-122.3185369 47.6554401)"
21,E1,12,C2,0.9935379211117449,"LINESTRING (-122.3194636 47.6486067,-122.3117603 47.6554393)"
21,E1,13,C3,1.5747189597006372,"LINESTRING (-122.3194636 47.6486067,-122.3046049 47.6553569)"
21,E1,14,C4,2.076285167903141,"LINESTRING (-122.3194636 47.6486067,-122.2990484 47.6554076)"
21,E1,15,C5,3.218528380105738,"LINESTRING (-122.3194636 47.6486067,-122.2870025 47.6562818)"
21,E1,16,D1,0.32568356628266165,"LINESTRING (-122.3194636 47.6486067,-122.3194182 47.6519817)"
21,E1,17,D2,0.8484879864850304,"LINESTRING (-122.3194636 47.6486067,-122.3114752 47.6522827)"
21,E1,18,D3,1.4600437161470396,"LINESTRING (-122.3194636 47.6486067,-122.3047238 47.6520277)"
21,E1,19,D4,1.921573808414278,"LINESTRING (-122.3194636 47.6486067,-122.2999068 47.652366)"
21,E1,20,D5,2.917064337147931,"LINESTRING (-122.3194636 47.6486067,-122.2894249 47.6520183)"
21,E1,21,E1,0.0,"LINESTRING (-122.3194636 47.6486067,-122.3194636 47.6486067)"
21,E1,22,E2,0.9106909638795304,"LINESTRING (-122.3194636 47.6486067,-122.3100719 47.6495426)"
21,E1,23,E3,1.4627028127899961,"LINESTRING (-122.3194636 47.6486067,-122.3043097 47.6490044)"
21,E1,24,E4,1.8883641369262156,"LINESTRING (-122.3194636 47.6486067,-122.2998932 47.6486949)"
21,E1,25,E5,2.8984390330298444,"LINESTRING (-122.3194636 47.6486067,-122.2894249 47.6486783)"
21,E1,26,Gate1,0.9323251040830413,"LINESTRING (-122.3194636 47.6486067,-122.3263749 47.6553592)"
21,E1,27,Gate2,2.1878180616344385,"LINESTRING (-122.3194636 47.6486067,-122.3042049 47.6653783)"
21,E1,28,Gate3,3.669783681363339,"LINESTRING (-122.3194636 47.6486067,-122.282035 47.6553592)"
21,E1,29,Gate4,1.5056670826477083,"LINESTRING (-122.3194636 47.6486067,-122.3042049 47.64534)"
22,E2,1,A1,1.4316912627577134,"LINESTRING (-122.3100719 47.6495426,-122.3182165 47.6619451)"
22,E2,2,A2,1.2239596827325183,"LINESTRING (-122.3100719 47.6495426,-122.3120394 47.6620739)"
22,E2,3,A3,1.3070983566993633,"LINESTRING (-122.3100719 47.6495426,-122.3045975 47.6619336)"
