name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
,1710,478386473,1091,643,,11.920457450523108,1,29,,residential,6,"LINESTRING (-111.9313979 33.4182575, -111.9313989 33.4183647)",bike;auto;walk,1
,1711,478386473,643,1091,,11.920457450523108,1,29,,residential,6,"LINESTRING (-111.9313989 33.4183647, -111.9313979 33.4182575)",bike;auto;walk,1
,1712,478386474,642,644,,84.28153703966493,1,29,,residential,6,"LINESTRING (-111.9301745 33.4173982, -111.93016 33.4173668, -111.9301267 33.4166972, -111.9300852 33.4166556)",bike;auto;walk,1
,1713,478386474,644,642,,84.28153703966493,1,29,,residential,6,"LINESTRING (-111.9300852 33.4166556, -111.9301267 33.4166972, -111.93016 33.4173668, -111.9301745 33.4173982)",bike;auto;walk,1
,1714,478386474,644,1156,,50.843862677807316,1,29,,residential,6,"LINESTRING (-111.9300852 33.4166556, -111.9300145 33.4166347, -111.9295947 33.4166347, -111.9295418 33.4166375)",bike;auto;walk,1
,1715,478386474,1156,644,,50.843862677807316,1,29,,residential,6,"LINESTRING (-111.9295418 33.4166375, -111.9295947 33.4166347, -111.9300145 33.4166347, -111.9300852 33.4166556)",bike;auto;walk,1
,1716,478386474,1156,23,,12.78417671616734,1,29,,residential,6,"LINESTRING (-111.9295418 33.4166375, -111.9294043 33.4166443)",bike;auto;walk,1
,1717,478386474,23,1156,,12.78417671616734,1,29,,residential,6,"LINESTRING (-111.9294043 33.4166443, -111.9295418 33.4166375)",bike;auto;walk,1
,1718,487455056,611,612,,72.61287762879482,1,29,,service,7,"LINESTRING (-111.9397113 33.4201764, -111.938929 33.4201862)",bike;walk,0
East Apache Boulevard,1719,512811687,97,2152,,76.16763612998537,2,35,,primary,3,"LINESTRING (-111.9306492 33.4146646, -111.9305094 33.4146672, -111.9298286 33.4146655)",bike;auto;walk,0
East Apache Boulevard,1720,512811687,2152,638,,63.39311678025909,2,35,,primary,3,"LINESTRING (-111.9298286 33.4146655, -111.9291456 33.4146674)",bike;auto;walk,0
,1721,512811691,638,639,,79.13962579276091,1,4,,footway,9,"LINESTRING (-111.9291456 33.4146674, -111.9291448 33.4146034, -111.9291393 33.4139557)",walk,0
,1722,512811692,637,2294,,2.5358558839252976,1,4,,footway,9,"LINESTRING (-111.9291473 33.4148012, -111.9291467 33.4147784)",walk,0
,1723,512811692,2294,2329,,7.35057065955155,1,4,,footway,9,"LINESTRING (-111.9291467 33.4147784, -111.9291457 33.4147123)",walk,0
,1724,512811692,2329,638,,4.992660833884396,1,4,,footway,9,"LINESTRING (-111.9291457 33.4147123, -111.9291456 33.4146674)",walk,0
East Apache Boulevard,1725,512811693,637,542,,80.53019441265302,2,35,,primary,3,"LINESTRING (-111.9291473 33.4148012, -111.9300149 33.4147941)",bike;auto;walk,0
,1726,521234620,649,2235,,3.818648655514666,1,39,,primary,3,"LINESTRING (-111.9240547 33.4148207, -111.9240901 33.4148032)",bike;auto;walk,0
,1727,521234620,2235,2330,,37.759526150188236,1,39,,primary,3,"LINESTRING (-111.9240901 33.4148032, -111.9241874 33.4147595, -111.924245 33.4147484, -111.9244342 33.4147489, -111.9244807 33.4147389)",bike;auto;walk,0
,1728,521234620,2330,648,,9.677121585646562,1,39,,primary,3,"LINESTRING (-111.9244807 33.4147389, -111.9245817 33.4147173)",bike;auto;walk,0
,1729,521234626,647,675,,1.4124500539331315,3,39,,primary,3,"LINESTRING (-111.9273686 33.4148082, -111.9273689 33.4147955)",bike;auto;walk,0
,1730,521234626,675,2237,,7.596881768422307,3,39,,primary,3,"LINESTRING (-111.9273689 33.4147955, -111.9273709 33.4147272)",bike;auto;walk,0
,1731,521234626,2237,654,,4.671514845759527,3,39,,primary,3,"LINESTRING (-111.9273709 33.4147272, -111.9273721 33.4146852)",bike;auto;walk,0
South Maple Avenue,1732,521443954,651,650,,32.125029515360026,1,29,,residential,6,"LINESTRING (-111.9416982 33.4236367, -111.9414555 33.4238427)",bike;auto;walk,1
South Maple Avenue,1733,521443954,650,651,,32.125029515360026,1,29,,residential,6,"LINESTRING (-111.9414555 33.4238427, -111.9416982 33.4236367)",bike;auto;walk,1
East 7th Street,1734,521443955,650,28,,157.7162422025174,1,25,,residential,6,"LINESTRING (-111.9414555 33.4238427, -111.940972 33.4234414, -111.9407266 33.423227, -111.9406769 33.4232097, -111.9400687 33.4231956)",bike;auto;walk,1
East 7th Street,1735,521443955,28,650,,157.7162422025174,1,25,,residential,6,"LINESTRING (-111.9400687 33.4231956, -111.9406769 33.4232097, -111.9407266 33.423227, -111.940972 33.4234414, -111.9414555 33.4238427)",bike;auto;walk,1
South Packard Drive,1736,524036967,38,371,,14.666716515128101,1,35,,unclassified,11,"LINESTRING (-111.9293057 33.4286516, -111.9293051 33.4287835)",bike;auto;walk,1
South Packard Drive,1737,524036967,371,38,,14.666716515128101,1,35,,unclassified,11,"LINESTRING (-111.9293051 33.4287835, -111.9293057 33.4286516)",bike;auto;walk,1
South Rural Road,1738,528165155,652,606,,278.6116162315517,3,35,,primary,3,"LINESTRING (-111.9263688 33.4275117, -111.926379 33.4250061)",bike;auto;walk,0
South Rural Road,1739,528165156,653,368,,90.5734493325418,3,35,,primary,3,"LINESTRING (-111.9262149 33.4275095, -111.9262129 33.4280488, -111.9262833 33.4283177)",bike;auto;walk,0
East Apache Boulevard,1740,531950082,17,70,,99.38685258778433,3,39,,primary,3,"LINESTRING (-111.9399667 33.4167979, -111.9399333 33.4167174, -111.9398815 33.4165303, -111.9397506 33.4162342, -111.9395884 33.4159654)",bike;auto;walk,0
East Rio Salado Parkway,1741,531955796,371,419,,11.553066081998155,2,35,,secondary,4,"LINESTRING (-111.9293051 33.4287835, -111.9294294 33.4287777)",bike;auto;walk,0
East Rio Salado Parkway,1742,531955796,419,372,,33.87163997502687,2,35,,secondary,4,"LINESTRING (-111.9294294 33.4287777, -111.9297937 33.4287965)",bike;auto;walk,0
East Rio Salado Parkway,1743,531955797,377,379,,97.36147431930723,2,35,,secondary,4,"LINESTRING (-111.9312478 33.4291369, -111.9319446 33.4293839, -111.9322313 33.4294306)",bike;auto;walk,0
East Rio Salado Parkway,1744,531955800,52,531,,86.82297917141709,3,35,,secondary,4,"LINESTRING (-111.9321918 33.4292423, -111.9320382 33.429223, -111.9316808 33.4291318, -111.9312927 33.4290308)",bike;auto;walk,0
East Rio Salado Parkway,1745,531955801,379,585,,95.44778824229195,3,35,,secondary,4,"LINESTRING (-111.9322313 33.4294306, -111.9325109 33.4294481, -111.9331247 33.4294562, -111.9332589 33.42946)",bike;auto;walk,0
East Rio Salado Parkway,1746,531955802,393,590,,94.5488148649251,3,35,,secondary,4,"LINESTRING (-111.9357828 33.4306033, -111.9361999 33.4306733, -111.9365821 33.4306811, -111.936793 33.4306734)",bike;auto;walk,0
East Rio Salado Parkway,1747,531955803,655,391,,83.95989945776678,3,35,,secondary,4,"LINESTRING (-111.9381867 33.4300134, -111.9380508 33.4300944, -111.9376678 33.4303063, -111.9375331 33.4303651, -111.9374158 33.430404)",bike;auto;walk,0
East Rio Salado Parkway,1748,531955804,346,201,,7.642441807292545,2,35,,secondary,4,"LINESTRING (-111.9399635 33.4295773, -111.9398814 33.4295827)",bike;auto;walk,0
East Rio Salado Parkway,1749,531955804,201,440,,62.50676347082684,2,35,,secondary,4,"LINESTRING (-111.9398814 33.4295827, -111.9392114 33.4296405)",bike;auto;walk,0
East Rio Salado Parkway,1750,531955804,440,2297,,36.19975627622456,2,35,,secondary,4,"LINESTRING (-111.9392114 33.4296405, -111.9390802 33.4296518, -111.9388274 33.4296956)",bike;auto;walk,0
East Rio Salado Parkway,1751,531955804,2297,655,,69.61820103691396,2,35,,secondary,4,"LINESTRING (-111.9388274 33.4296956, -111.9387779 33.4297044, -111.9385345 33.4298061, -111.9381867 33.4300134)",bike;auto;walk,0
East Rio Salado Parkway,1752,532207269,387,390,,86.06759683793929,3,35,,secondary,4,"LINESTRING (-111.9343207 33.4298487, -111.9349275 33.430226, -111.935073 33.4303006)",bike;auto;walk,0
East Rio Salado Parkway,1753,532207270,383,387,,39.190134647961614,2,35,,secondary,4,"LINESTRING (-111.9339783 33.4296433, -111.9341044 33.4297076, -111.9343207 33.4298487)",bike;auto;walk,0
East Rio Salado Parkway,1754,532207271,656,2045,,17.92573568404581,4,35,,secondary,4,"LINESTRING (-111.9305333 33.4289205, -111.9306629 33.4289502, -111.9307178 33.4289677)",bike;auto;walk,0
East Rio Salado Parkway,1755,532207271,2045,377,,52.659555002423005,4,35,,secondary,4,"LINESTRING (-111.9307178 33.4289677, -111.9312478 33.4291369)",bike;auto;walk,0
East Rio Salado Parkway,1756,532207272,378,375,,71.46951105265487,3,39,,secondary,4,"LINESTRING (-111.9232919 33.4292614, -111.9239819 33.4289759)",bike;auto;walk,0
East Rio Salado Parkway,1757,532207273,2378,378,,47.102707506585084,2,39,,secondary,4,"LINESTRING (-111.9228 33.4293627, -111.9228048 33.4293625, -111.9230612 33.4293217, -111.9232919 33.4292614)",bike;auto;walk,0
,1758,532207304,375,1334,,23.37032637285608,1,29,,service,7,"LINESTRING (-111.9239819 33.4289759, -111.9239886 33.429186)",bike;walk,1
,1759,532207304,1334,375,,23.37032637285608,1,29,,service,7,"LINESTRING (-111.9239886 33.429186, -111.9239819 33.4289759)",bike;walk,1
,1760,532207304,1334,384,,51.06732163967357,1,29,,service,7,"LINESTRING (-111.9239886 33.429186, -111.9240031 33.4296451)",bike;walk,1
,1761,532207304,384,1334,,51.06732163967357,1,29,,service,7,"LINESTRING (-111.9240031 33.4296451, -111.9239886 33.429186)",bike;walk,1
,1762,532207305,373,375,,11.605158514266668,1,29,,service,7,"LINESTRING (-111.9239233 33.4288837, -111.9239819 33.4289759)",bike;walk,1
,1763,532207305,375,373,,11.605158514266668,1,29,,service,7,"LINESTRING (-111.9239819 33.4289759, -111.9239233 33.4288837)",bike;walk,1
East University Drive,1764,532215357,578,459,,3.5545371561278816,2,40,,secondary,4,"LINESTRING (-111.9254096 33.4220303, -111.9253713 33.4220302)",bike;auto;walk,1
East University Drive,1765,532215357,459,578,,3.5545371561278816,3,40,,secondary,4,"LINESTRING (-111.9253713 33.4220302, -111.9254096 33.4220303)",bike;auto;walk,1
East University Drive,1766,532215357,459,460,,45.2993329174659,2,40,,secondary,4,"LINESTRING (-111.9253713 33.4220302, -111.9248832 33.4220294)",bike;auto;walk,1
East University Drive,1767,532215357,460,459,,45.2993329174659,3,40,,secondary,4,"LINESTRING (-111.9248832 33.4220294, -111.9253713 33.4220302)",bike;auto;walk,1
South Rural Road,1768,533371299,361,362,,56.01037311127937,3,35,,primary,3,"LINESTRING (-111.9262331 33.4228357, -111.9262287 33.4233394)",bike;auto;walk,0
South Rural Road,1769,533371300,362,113,,52.86257728481409,3,35,,primary,3,"LINESTRING (-111.9262287 33.4233394, -111.9262262 33.4238148)",bike;auto;walk,0
South Rural Road,1770,533371300,113,605,,42.85472168647273,3,35,,primary,3,"LINESTRING (-111.9262262 33.4238148, -111.9262248 33.4242002)",bike;auto;walk,0
East Apache Boulevard,1771,533371302,654,2050,,38.55183665763592,2,35,,primary,3,"LINESTRING (-111.9273721 33.4146852, -111.926957 33.4146975)",bike;auto;walk,0
East Apache Boulevard,1772,533371302,2050,538,,19.35299194955733,2,35,,primary,3,"LINESTRING (-111.926957 33.4146975, -111.9267485 33.4146993)",bike;auto;walk,0
East Apache Boulevard,1773,533371303,647,637,,165.0948527653469,2,35,,primary,3,"LINESTRING (-111.9273686 33.4148082, -111.9274004 33.4148076, -111.9285674 33.4148071, -111.9291473 33.4148012)",bike;auto;walk,0
East 14th Street,1774,533573771,33,43,,261.83385315579716,1,29,,residential,6,"LINESTRING (-111.9398917 33.4135032, -111.9370709 33.4135303)",bike;auto;walk,1
East 14th Street,1775,533573771,43,33,,261.83385315579716,1,29,,residential,6,"LINESTRING (-111.9370709 33.4135303, -111.9398917 33.4135032)",bike;auto;walk,1
South Mill Avenue,1776,533573774,33,2379,,33.719212631525004,2,35,,secondary,4,"LINESTRING (-111.9398917 33.4135032, -111.9398855 33.4132)",bike;auto;walk,1
South Mill Avenue,1777,533573774,2379,33,,33.719212631525004,2,35,,secondary,4,"LINESTRING (-111.9398855 33.4132, -111.9398917 33.4135032)",bike;auto;walk,1
South Mill Avenue,1778,533573775,32,33,,13.799668092482182,2,35,,secondary,4,"LINESTRING (-111.9398928 33.4136273, -111.9398917 33.4135032)",bike;auto;walk,1
South Mill Avenue,1779,533573775,33,32,,13.799668092482182,2,35,,secondary,4,"LINESTRING (-111.9398917 33.4135032, -111.9398928 33.4136273)",bike;auto;walk,1
East University Drive,1780,533573776,442,266,,3.695761133832733,2,39,,secondary,4,"LINESTRING (-111.9398936 33.4218943, -111.9398538 33.4218932)",bike;auto;walk,0
East University Drive,1781,533573776,266,267,,149.16213486398544,2,39,,secondary,4,"LINESTRING (-111.9398538 33.4218932, -111.9393175 33.4218971, -111.9389394 33.4218979, -111.9389268 33.4218979, -111.9382466 33.4218977)",bike;auto;walk,0
East University Drive,1782,533573776,267,262,,9.317867600699556,2,39,,secondary,4,"LINESTRING (-111.9382466 33.4218977, -111.9381462 33.4218977)",bike;auto;walk,0
South Myrtle Avenue,1783,533573777,431,262,,9.952378665175445,1,29,,residential,6,"LINESTRING (-111.9381452 33.4219872, -111.9381462 33.4218977)",bike;auto;walk,1
South Myrtle Avenue,1784,533573777,262,431,,9.952378665175445,1,29,,residential,6,"LINESTRING (-111.9381462 33.4218977, -111.9381452 33.4219872)",bike;auto;walk,1
South Myrtle Avenue,1785,533573778,48,1738,,12.09860958799768,1,29,,residential,6,"LINESTRING (-111.9381595 33.4231914, -111.9381582 33.4230826)",bike;auto;walk,1
South Myrtle Avenue,1786,533573778,1738,48,,12.09860958799768,1,29,,residential,6,"LINESTRING (-111.9381582 33.4230826, -111.9381595 33.4231914)",bike;auto;walk,1
South Myrtle Avenue,1787,533573778,1738,2164,,55.14447012223616,1,29,,residential,6,"LINESTRING (-111.9381582 33.4230826, -111.9381521 33.4225867)",bike;auto;walk,1
South Myrtle Avenue,1788,533573778,2164,1738,,55.14447012223616,1,29,,residential,6,"LINESTRING (-111.9381521 33.4225867, -111.9381582 33.4230826)",bike;auto;walk,1
South Myrtle Avenue,1789,533573778,2164,269,,59.45908256268389,1,29,,residential,6,"LINESTRING (-111.9381521 33.4225867, -111.9381494 33.42237, -111.9381455 33.422052)",bike;auto;walk,1
South Myrtle Avenue,1790,533573778,269,2164,,59.45908256268389,1,29,,residential,6,"LINESTRING (-111.9381455 33.422052, -111.9381494 33.42237, -111.9381521 33.4225867)",bike;auto;walk,1
South Myrtle Avenue,1791,533573778,269,431,,7.205485039041511,1,29,,residential,6,"LINESTRING (-111.9381455 33.422052, -111.9381452 33.4219872)",bike;auto;walk,1
South Myrtle Avenue,1792,533573778,431,269,,7.205485039041511,1,29,,residential,6,"LINESTRING (-111.9381452 33.4219872, -111.9381455 33.422052)",bike;auto;walk,1
East University Drive,1793,533573779,431,412,,9.819244311361054,2,35,,secondary,4,"LINESTRING (-111.9381452 33.4219872, -111.938251 33.4219878)",bike;auto;walk,0
East University Drive,1794,533573779,412,2028,,59.89015431021343,2,35,,secondary,4,"LINESTRING (-111.938251 33.4219878, -111.9388963 33.4219839)",bike;auto;walk,0
East University Drive,1795,533573779,2028,573,,11.332012262371673,2,35,,secondary,4,"LINESTRING (-111.9388963 33.4219839, -111.9389328 33.4219836, -111.9390184 33.4219833)",bike;auto;walk,0
South Mill Avenue,1796,533573780,240,548,,117.51811911334458,3,30,,primary,3,"LINESTRING (-111.9400474 33.4204936, -111.9400454 33.4204161, -111.9400338 33.4194368)",bike;auto;walk,0
East University Drive,1797,533573781,443,2302,,4.375599511057357,3,35,,secondary,4,"LINESTRING (-111.9398966 33.4219821, -111.9399411 33.4219691)",bike;auto;walk,0
East University Drive,1798,533573781,2302,29,,13.670271703790844,3,35,,secondary,4,"LINESTRING (-111.9399411 33.4219691, -111.9400803 33.4219289)",bike;auto;walk,0
South Mill Avenue,1799,533573782,442,443,,9.766883823690938,2,30,,primary,3,"LINESTRING (-111.9398936 33.4218943, -111.9398966 33.4219821)",bike;auto;walk,0
East University Drive,1800,533573783,29,2301,,13.412869496844273,2,35,,secondary,4,"LINESTRING (-111.9400803 33.4219289, -111.9399392 33.4219028)",bike;auto;walk,0
East University Drive,1801,533573783,2301,442,,4.3362784298396155,2,35,,secondary,4,"LINESTRING (-111.9399392 33.4219028, -111.9398936 33.4218943)",bike;auto;walk,0
East University Drive,1802,533573787,575,657,,109.00956935750952,2,35,,secondary,4,"LINESTRING (-111.9295985 33.4220148, -111.9297409 33.4220518, -111.9301937 33.4220475, -111.9305429 33.4220488, -111.9307663 33.4220474)",bike;auto;walk,0
South College Avenue,1803,533573788,143,1475,,28.20490435650058,2,29,,tertiary,5,"LINESTRING (-111.9349501 33.4150744, -111.9349563 33.4148208)",bike;auto;walk,0
South College Avenue,1804,533573788,1475,93,,7.555268231511453,2,29,,tertiary,5,"LINESTRING (-111.9349563 33.4148208, -111.9349593 33.4147529)",bike;auto;walk,0
East Apache Boulevard,1805,533573789,95,2061,,106.04243509117039,2,35,,primary,3,"LINESTRING (-111.9349552 33.4146147, -111.9342075 33.4146314, -111.933813 33.4146363)",bike;auto;walk,0
East Apache Boulevard,1806,533573789,2061,536,,27.167713870335852,2,35,,primary,3,"LINESTRING (-111.933813 33.4146363, -111.9335205 33.4146455)",bike;auto;walk,0
South College Avenue,1807,533573790,93,2208,,3.048776106461374,1,29,,tertiary,5,"LINESTRING (-111.9349593 33.4147529, -111.9349581 33.4147255)",bike;auto;walk,1
South College Avenue,1808,533573790,2208,93,,3.048776106461374,1,29,,tertiary,5,"LINESTRING (-111.9349581 33.4147255, -111.9349593 33.4147529)",bike;auto;walk,1
South College Avenue,1809,533573790,2208,2215,,7.545093032344992,1,29,,tertiary,5,"LINESTRING (-111.9349581 33.4147255, -111.9349569 33.4146882, -111.934955 33.4146577)",bike;auto;walk,1
South College Avenue,1810,533573790,2215,2208,,7.545093032344992,1,29,,tertiary,5,"LINESTRING (-111.934955 33.4146577, -111.9349569 33.4146882, -111.9349581 33.4147255)",bike;auto;walk,1
South College Avenue,1811,533573790,2215,95,,4.781417879583569,1,29,,tertiary,5,"LINESTRING (-111.934955 33.4146577, -111.9349552 33.4146147)",bike;auto;walk,1
South College Avenue,1812,533573790,95,2215,,4.781417879583569,1,29,,tertiary,5,"LINESTRING (-111.9349552 33.4146147, -111.934955 33.4146577)",bike;auto;walk,1
South College Avenue,1813,536925045,95,658,,33.44079845142194,1,25,,tertiary,5,"LINESTRING (-111.9349552 33.4146147, -111.9349493 33.414314)",bike;auto;walk,1
South College Avenue,1814,536925045,658,95,,33.44079845142194,2,25,,tertiary,5,"LINESTRING (-111.9349493 33.414314, -111.9349552 33.4146147)",bike;auto;walk,1
South College Avenue,1815,536925046,659,143,,47.89166300014911,2,29,,tertiary,5,"LINESTRING (-111.9349498 33.4155051, -111.9349501 33.4150744)",bike;auto;walk,0
South Terrace Road,1816,537091885,661,469,,28.976984473798936,2,29,,tertiary,5,"LINESTRING (-111.9254719 33.4195877, -111.9255367 33.4196466, -111.9256872 33.4197764)",bike;auto;walk,0
South Terrace Road,1817,537091885,469,353,,79.08696395164966,2,29,,tertiary,5,"LINESTRING (-111.9256872 33.4197764, -111.9259901 33.4200444, -111.9261383 33.4201823, -111.9262866 33.4202798)",bike;auto;walk,0
South McAllister Avenue,1818,537091886,91,2295,,2.6366433394530877,1,25,,tertiary,5,"LINESTRING (-111.9306499 33.4147876, -111.930649 33.4147639)",bike;auto;walk,1
South McAllister Avenue,1819,537091886,2295,91,,2.6366433394530877,1,25,,tertiary,5,"LINESTRING (-111.930649 33.4147639, -111.9306499 33.4147876)",bike;auto;walk,1
South McAllister Avenue,1820,537091886,2295,20,,2.891202178194054,1,25,,tertiary,5,"LINESTRING (-111.930649 33.4147639, -111.9306493 33.4147379)",bike;auto;walk,1
South McAllister Avenue,1821,537091886,20,2295,,2.891202178194054,1,25,,tertiary,5,"LINESTRING (-111.9306493 33.4147379, -111.930649 33.4147639)",bike;auto;walk,1
South McAllister Avenue,1822,537091887,91,1683,,11.16119727268505,2,25,,tertiary,5,"LINESTRING (-111.9306499 33.4147876, -111.9306087 33.4148819)",bike;auto;walk,0
South McAllister Avenue,1823,537091887,1683,662,,42.552118781051064,2,25,,tertiary,5,"LINESTRING (-111.9306087 33.4148819, -111.9305912 33.4151961, -111.9305745 33.4152628)",bike;auto;walk,0
South McAllister Avenue,1824,537091888,662,1995,,56.9330694800685,2,25,,tertiary,5,"LINESTRING (-111.9305745 33.4152628, -111.9304791 33.4154969, -111.9303151 33.4157235)",bike;auto;walk,0
South McAllister Avenue,1825,537091888,1995,84,,27.622836464541482,2,25,,tertiary,5,"LINESTRING (-111.9303151 33.4157235, -111.930268 33.4157721, -111.9301432 33.4158925, -111.9301244 33.4159141)",bike;auto;walk,0
South McAllister Avenue,1826,537091888,84,23,,105.29953783043518,2,25,,tertiary,5,"LINESTRING (-111.9301244 33.4159141, -111.9294651 33.4165596, -111.9294043 33.4166443)",bike;auto;walk,0
South McAllister Avenue,1827,537091889,1276,1160,,10.053314825021763,1,25,,tertiary,5,"LINESTRING (-111.9288549 33.4184369, -111.9288536 33.4183608, -111.9288532 33.4183465)",bike;auto;walk,1
South McAllister Avenue,1828,537091889,1160,1276,,10.053314825021763,2,25,,tertiary,5,"LINESTRING (-111.9288532 33.4183465, -111.9288536 33.4183608, -111.9288549 33.4184369)",bike;auto;walk,1
South McAllister Avenue,1829,537091889,1160,663,,33.45833113046438,1,25,,tertiary,5,"LINESTRING (-111.9288532 33.4183465, -111.928844 33.4180457)",bike;auto;walk,1
South McAllister Avenue,1830,537091889,663,1160,,33.45833113046438,2,25,,tertiary,5,"LINESTRING (-111.928844 33.4180457, -111.9288532 33.4183465)",bike;auto;walk,1
South McAllister Avenue,1831,537091890,664,2195,,7.935631618855665,1,25,,tertiary,5,"LINESTRING (-111.9288801 33.4195869, -111.9288764 33.4195156)",bike;auto;walk,1
South McAllister Avenue,1832,537091890,2195,664,,7.935631618855665,1,25,,tertiary,5,"LINESTRING (-111.9288764 33.4195156, -111.9288801 33.4195869)",bike;auto;walk,1
South McAllister Avenue,1833,537091890,2195,2147,,12.877298959370854,1,25,,tertiary,5,"LINESTRING (-111.9288764 33.4195156, -111.9288704 33.4193999)",bike;auto;walk,1
South McAllister Avenue,1834,537091890,2147,2195,,12.877298959370854,1,25,,tertiary,5,"LINESTRING (-111.9288704 33.4193999, -111.9288764 33.4195156)",bike;auto;walk,1
South McAllister Avenue,1835,537091890,2147,2177,,21.349266774567525,1,25,,tertiary,5,"LINESTRING (-111.9288704 33.4193999, -111.9288652 33.4193006, -111.9288642 33.419208)",bike;auto;walk,1
South McAllister Avenue,1836,537091890,2177,2147,,21.349266774567525,1,25,,tertiary,5,"LINESTRING (-111.9288642 33.419208, -111.9288652 33.4193006, -111.9288704 33.4193999)",bike;auto;walk,1
South McAllister Avenue,1837,537091890,2177,759,,16.51320037789564,1,25,,tertiary,5,"LINESTRING (-111.9288642 33.419208, -111.9288625 33.4190595)",bike;auto;walk,1
South McAllister Avenue,1838,537091890,759,2177,,16.51320037789564,1,25,,tertiary,5,"LINESTRING (-111.9288625 33.4190595, -111.9288642 33.419208)",bike;auto;walk,1
South McAllister Avenue,1839,537091890,759,1957,,58.346547608064164,1,25,,tertiary,5,"LINESTRING (-111.9288625 33.4190595, -111.9288566 33.4185348)",bike;auto;walk,1
South McAllister Avenue,1840,537091890,1957,759,,58.346547608064164,1,25,,tertiary,5,"LINESTRING (-111.9288566 33.4185348, -111.9288625 33.4190595)",bike;auto;walk,1
South McAllister Avenue,1841,537091890,1957,1276,,10.887161560899198,1,25,,tertiary,5,"LINESTRING (-111.9288566 33.4185348, -111.9288566 33.4185319, -111.9288549 33.4184369)",bike;auto;walk,1
South McAllister Avenue,1842,537091890,1276,1957,,10.887161560899198,1,25,,tertiary,5,"LINESTRING (-111.9288549 33.4184369, -111.9288566 33.4185319, -111.9288566 33.4185348)",bike;auto;walk,1
South McAllister Avenue,1843,537091891,665,1814,,7.548150779222725,1,25,,tertiary,5,"LINESTRING (-111.9289065 33.4200493, -111.9289025 33.4199815)",bike;auto;walk,1
South McAllister Avenue,1844,537091891,1814,665,,7.548150779222725,1,25,,tertiary,5,"LINESTRING (-111.9289025 33.4199815, -111.9289065 33.4200493)",bike;auto;walk,1
South McAllister Avenue,1845,537091891,1814,1809,,35.02317887623919,1,25,,tertiary,5,"LINESTRING (-111.9289025 33.4199815, -111.9288864 33.4197084, -111.9288842 33.4196669)",bike;auto;walk,1
South McAllister Avenue,1846,537091891,1809,1814,,35.02317887623919,1,25,,tertiary,5,"LINESTRING (-111.9288842 33.4196669, -111.9288864 33.4197084, -111.9289025 33.4199815)",bike;auto;walk,1
South McAllister Avenue,1847,537091891,1809,664,,8.903729038975793,1,25,,tertiary,5,"LINESTRING (-111.9288842 33.4196669, -111.9288801 33.4195869)",bike;auto;walk,1
South McAllister Avenue,1848,537091891,664,1809,,8.903729038975793,1,25,,tertiary,5,"LINESTRING (-111.9288801 33.4195869, -111.9288842 33.4196669)",bike;auto;walk,1
South McAllister Avenue,1849,537091892,41,292,,11.790985088055901,1,25,,tertiary,5,"LINESTRING (-111.9289198 33.4202704, -111.9289133 33.4201645)",bike;auto;walk,1
South McAllister Avenue,1850,537091892,292,41,,11.790985088055901,2,25,,tertiary,5,"LINESTRING (-111.9289133 33.4201645, -111.9289198 33.4202704)",bike;auto;walk,1
South McAllister Avenue,1851,537091892,292,665,,12.825192672747583,1,25,,tertiary,5,"LINESTRING (-111.9289133 33.4201645, -111.9289065 33.4200493)",bike;auto;walk,1
South McAllister Avenue,1852,537091892,665,292,,12.825192672747583,2,25,,tertiary,5,"LINESTRING (-111.9289065 33.4200493, -111.9289133 33.4201645)",bike;auto;walk,1
South McAllister Avenue,1853,537091893,666,2334,,2.738479358076772,2,25,,tertiary,5,"LINESTRING (-111.9289618 33.4208697, -111.9289604 33.4208451)",bike;auto;walk,1
South McAllister Avenue,1854,537091893,2334,666,,2.738479358076772,1,25,,tertiary,5,"LINESTRING (-111.9289604 33.4208451, -111.9289618 33.4208697)",bike;auto;walk,1
South McAllister Avenue,1855,537091893,2334,2333,,17.428604510605883,2,25,,tertiary,5,"LINESTRING (-111.9289604 33.4208451, -111.9289562 33.4206884)",bike;auto;walk,1
South McAllister Avenue,1856,537091893,2333,2334,,17.428604510605883,1,25,,tertiary,5,"LINESTRING (-111.9289562 33.4206884, -111.9289604 33.4208451)",bike;auto;walk,1
South McAllister Avenue,1857,537091893,2333,1101,,4.9982930865188955,2,25,,tertiary,5,"LINESTRING (-111.9289562 33.4206884, -111.9289561 33.4206801, -111.9289538 33.4206435)",bike;auto;walk,1
South McAllister Avenue,1858,537091893,1101,2333,,4.9982930865188955,1,25,,tertiary,5,"LINESTRING (-111.9289538 33.4206435, -111.9289561 33.4206801, -111.9289562 33.4206884)",bike;auto;walk,1
South McAllister Avenue,1859,537091893,1101,293,,33.01428524366714,2,25,,tertiary,5,"LINESTRING (-111.9289538 33.4206435, -111.9289438 33.4204819, -111.9289287 33.4203474)",bike;auto;walk,1
South McAllister Avenue,1860,537091893,293,1101,,33.01428524366714,1,25,,tertiary,5,"LINESTRING (-111.9289287 33.4203474, -111.9289438 33.4204819, -111.9289538 33.4206435)",bike;auto;walk,1
South McAllister Avenue,1861,537091893,293,41,,8.6017604259709,2,25,,tertiary,5,"LINESTRING (-111.9289287 33.4203474, -111.9289198 33.4202704)",bike;auto;walk,1
