node_id,x_coord,y_coord,meso_link_id,lane_no,activity_type,is_boundary
11631,-122.31673,47.65986,1170,1,,0
11632,-122.31661,47.6598,1171,1,tertiary,0
11633,-122.31652,47.6598,1171,1,,0
11634,-122.31652,47.65986,1172,1,tertiary,0
11635,-122.31661,47.65986,1172,1,,0
11636,-122.31649,47.6598,1173,1,tertiary,0
11637,-122.3164,47.65979,1173,1,,0
11638,-122.31639,47.65986,1174,1,tertiary,0
11639,-122.31649,47.65986,1174,1,,0
11640,-122.31628,47.65979,1175,1,tertiary,0
11641,-122.31617,47.65979,1175,1,,0
11642,-122.31617,47.65985,1176,1,tertiary,0
11643,-122.31627,47.65986,1176,1,,0
11644,-122.31596,47.65979,1177,1,tertiary,0
11645,-122.31586,47.65979,1177,1,,0
11646,-122.31577,47.65979,1177,1,,0
